,datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable,timedate,Hour,Day,Month,Year
610,1/3/2016 12:00,1/3/2016 7:00,Wind,2139.2,0.03,TRUE,1/3/2016 7:00,7,3,1,2016
612,1/3/2016 12:00,1/3/2016 7:00,Other Renewables,549.1,0,TRUE,1/3/2016 7:00,7,3,1,2016
613,1/3/2016 12:00,1/3/2016 7:00,Solar,0,0,TRUE,1/3/2016 7:00,7,3,1,2016
618,1/3/2016 13:00,1/3/2016 8:00,Hydro,608.1,0.01,TRUE,1/3/2016 8:00,8,3,1,2016
622,1/3/2016 13:00,1/3/2016 8:00,Other Renewables,552.7,0,TRUE,1/3/2016 8:00,8,3,1,2016
623,1/3/2016 13:00,1/3/2016 8:00,Solar,6.9,0,TRUE,1/3/2016 8:00,8,3,1,2016
625,1/3/2016 13:00,1/3/2016 8:00,Wind,2055.2,0.02,TRUE,1/3/2016 8:00,8,3,1,2016
630,1/3/2016 14:00,1/3/2016 9:00,Hydro,694.8,0.01,TRUE,1/3/2016 9:00,9,3,1,2016
632,1/3/2016 14:00,1/3/2016 9:00,Wind,1623.3,0.02,TRUE,1/3/2016 9:00,9,3,1,2016
636,1/3/2016 14:00,1/3/2016 9:00,Other Renewables,542.6,0,TRUE,1/3/2016 9:00,9,3,1,2016
637,1/3/2016 14:00,1/3/2016 9:00,Solar,31.5,0,TRUE,1/3/2016 9:00,9,3,1,2016
640,1/3/2016 15:00,1/3/2016 10:00,Hydro,657.1,0.01,TRUE,1/3/2016 10:00,10,3,1,2016
644,1/3/2016 15:00,1/3/2016 10:00,Other Renewables,558.8,0,TRUE,1/3/2016 10:00,10,3,1,2016
645,1/3/2016 15:00,1/3/2016 10:00,Solar,47.8,0,TRUE,1/3/2016 10:00,10,3,1,2016
647,1/3/2016 15:00,1/3/2016 10:00,Wind,1669.7,0.02,TRUE,1/3/2016 10:00,10,3,1,2016
651,1/3/2016 16:00,1/3/2016 11:00,Hydro,700.6,0.01,TRUE,1/3/2016 11:00,11,3,1,2016
655,1/3/2016 16:00,1/3/2016 11:00,Other Renewables,554,0,TRUE,1/3/2016 11:00,11,3,1,2016
656,1/3/2016 16:00,1/3/2016 11:00,Solar,53.7,0,TRUE,1/3/2016 11:00,11,3,1,2016
658,1/3/2016 16:00,1/3/2016 11:00,Wind,1553.9,0.02,TRUE,1/3/2016 11:00,11,3,1,2016
662,1/3/2016 17:00,1/3/2016 12:00,Hydro,670.2,0.01,TRUE,1/3/2016 12:00,12,3,1,2016
666,1/3/2016 17:00,1/3/2016 12:00,Other Renewables,529,0,TRUE,1/3/2016 12:00,12,3,1,2016
667,1/3/2016 17:00,1/3/2016 12:00,Solar,52.9,0,TRUE,1/3/2016 12:00,12,3,1,2016
669,1/3/2016 17:00,1/3/2016 12:00,Wind,1672.7,0.02,TRUE,1/3/2016 12:00,12,3,1,2016
674,1/3/2016 18:00,1/3/2016 13:00,Hydro,652.6,0.01,TRUE,1/3/2016 13:00,13,3,1,2016
676,1/3/2016 18:00,1/3/2016 13:00,Wind,1841.2,0.02,TRUE,1/3/2016 13:00,13,3,1,2016
680,1/3/2016 18:00,1/3/2016 13:00,Other Renewables,543.8,0,TRUE,1/3/2016 13:00,13,3,1,2016
681,1/3/2016 18:00,1/3/2016 13:00,Solar,46.1,0,TRUE,1/3/2016 13:00,13,3,1,2016
684,1/3/2016 19:00,1/3/2016 14:00,Hydro,616.6,0.01,TRUE,1/3/2016 14:00,14,3,1,2016
688,1/3/2016 19:00,1/3/2016 14:00,Other Renewables,551.6,0,TRUE,1/3/2016 14:00,14,3,1,2016
689,1/3/2016 19:00,1/3/2016 14:00,Solar,31.3,0,TRUE,1/3/2016 14:00,14,3,1,2016
691,1/3/2016 19:00,1/3/2016 14:00,Wind,1733.4,0.02,TRUE,1/3/2016 14:00,14,3,1,2016
695,1/3/2016 20:00,1/3/2016 15:00,Hydro,616,0.01,TRUE,1/3/2016 15:00,15,3,1,2016
699,1/3/2016 20:00,1/3/2016 15:00,Other Renewables,574.3,0,TRUE,1/3/2016 15:00,15,3,1,2016
700,1/3/2016 20:00,1/3/2016 15:00,Solar,18.1,0,TRUE,1/3/2016 15:00,15,3,1,2016
702,1/3/2016 20:00,1/3/2016 15:00,Wind,1892.7,0.02,TRUE,1/3/2016 15:00,15,3,1,2016
706,1/3/2016 21:00,1/3/2016 16:00,Hydro,660.2,0.01,TRUE,1/3/2016 16:00,16,3,1,2016
710,1/3/2016 21:00,1/3/2016 16:00,Other Renewables,566.4,0,TRUE,1/3/2016 16:00,16,3,1,2016
711,1/3/2016 21:00,1/3/2016 16:00,Solar,0,0,TRUE,1/3/2016 16:00,16,3,1,2016
713,1/3/2016 21:00,1/3/2016 16:00,Wind,1872,0.02,TRUE,1/3/2016 16:00,16,3,1,2016
717,1/3/2016 22:00,1/3/2016 17:00,Hydro,1765.2,0.02,TRUE,1/3/2016 17:00,17,3,1,2016
721,1/3/2016 22:00,1/3/2016 17:00,Other Renewables,574.7,0,TRUE,1/3/2016 17:00,17,3,1,2016
722,1/3/2016 22:00,1/3/2016 17:00,Wind,1749.8,0.02,TRUE,1/3/2016 17:00,17,3,1,2016
724,1/3/2016 22:00,1/3/2016 17:00,Solar,0,0,TRUE,1/3/2016 17:00,17,3,1,2016
728,1/3/2016 23:00,1/3/2016 18:00,Hydro,1689.5,0.02,TRUE,1/3/2016 18:00,18,3,1,2016
731,1/3/2016 23:00,1/3/2016 18:00,Other Renewables,584.2,0,TRUE,1/3/2016 18:00,18,3,1,2016
732,1/3/2016 23:00,1/3/2016 18:00,Solar,0,0,TRUE,1/3/2016 18:00,18,3,1,2016
734,1/3/2016 23:00,1/3/2016 18:00,Wind,1538.2,0.02,TRUE,1/3/2016 18:00,18,3,1,2016
740,1/4/2016 0:00,1/3/2016 19:00,Hydro,1304.1,0.01,TRUE,1/3/2016 19:00,19,3,1,2016
743,1/4/2016 0:00,1/3/2016 19:00,Other Renewables,591.8,0,TRUE,1/3/2016 19:00,19,3,1,2016
744,1/4/2016 0:00,1/3/2016 19:00,Solar,0,0,TRUE,1/3/2016 19:00,19,3,1,2016
746,1/4/2016 0:00,1/3/2016 19:00,Wind,1470.3,0.02,TRUE,1/3/2016 19:00,19,3,1,2016
750,1/4/2016 1:00,1/3/2016 20:00,Hydro,854,0.01,TRUE,1/3/2016 20:00,20,3,1,2016
754,1/4/2016 1:00,1/3/2016 20:00,Other Renewables,589.4,0,TRUE,1/3/2016 20:00,20,3,1,2016
755,1/4/2016 1:00,1/3/2016 20:00,Solar,0,0,TRUE,1/3/2016 20:00,20,3,1,2016
757,1/4/2016 1:00,1/3/2016 20:00,Wind,1615.9,0.02,TRUE,1/3/2016 20:00,20,3,1,2016
759,1/4/2016 2:00,1/3/2016 21:00,Hydro,638.1,0.01,TRUE,1/3/2016 21:00,21,3,1,2016
764,1/4/2016 2:00,1/3/2016 21:00,Wind,1571.1,0.02,TRUE,1/3/2016 21:00,21,3,1,2016
766,1/4/2016 2:00,1/3/2016 21:00,Solar,0,0,TRUE,1/3/2016 21:00,21,3,1,2016
769,1/4/2016 2:00,1/3/2016 21:00,Other Renewables,602.1,0,TRUE,1/3/2016 21:00,21,3,1,2016
772,1/4/2016 3:00,1/3/2016 22:00,Hydro,584.5,0.01,TRUE,1/3/2016 22:00,22,3,1,2016
776,1/4/2016 3:00,1/3/2016 22:00,Other Renewables,580.9,0,TRUE,1/3/2016 22:00,22,3,1,2016
777,1/4/2016 3:00,1/3/2016 22:00,Solar,0,0,TRUE,1/3/2016 22:00,22,3,1,2016
779,1/4/2016 3:00,1/3/2016 22:00,Wind,1619.5,0.02,TRUE,1/3/2016 22:00,22,3,1,2016
784,1/4/2016 4:00,1/3/2016 23:00,Hydro,649.4,0.01,TRUE,1/3/2016 23:00,23,3,1,2016
786,1/4/2016 4:00,1/3/2016 23:00,Solar,0,0,TRUE,1/3/2016 23:00,23,3,1,2016
788,1/4/2016 4:00,1/3/2016 23:00,Other Renewables,582.6,0,TRUE,1/3/2016 23:00,23,3,1,2016
790,1/4/2016 4:00,1/3/2016 23:00,Wind,1570.8,0.02,TRUE,1/3/2016 23:00,23,3,1,2016
795,1/4/2016 5:00,1/4/2016 0:00,Hydro,603.5,0.01,TRUE,1/4/2016 0:00,0,4,1,2016
797,1/4/2016 5:00,1/4/2016 0:00,Solar,0,0,TRUE,1/4/2016 0:00,0,4,1,2016
799,1/4/2016 5:00,1/4/2016 0:00,Other Renewables,580.4,0.01,TRUE,1/4/2016 0:00,0,4,1,2016
800,1/4/2016 5:00,1/4/2016 0:00,Wind,1629.4,0.02,TRUE,1/4/2016 0:00,0,4,1,2016
805,1/4/2016 6:00,1/4/2016 1:00,Hydro,479.3,0.01,TRUE,1/4/2016 1:00,1,4,1,2016
809,1/4/2016 6:00,1/4/2016 1:00,Other Renewables,590.2,0.01,TRUE,1/4/2016 1:00,1,4,1,2016
810,1/4/2016 6:00,1/4/2016 1:00,Solar,0,0,TRUE,1/4/2016 1:00,1,4,1,2016
812,1/4/2016 6:00,1/4/2016 1:00,Wind,1507.7,0.02,TRUE,1/4/2016 1:00,1,4,1,2016
817,1/4/2016 7:00,1/4/2016 2:00,Hydro,507.4,0.01,TRUE,1/4/2016 2:00,2,4,1,2016
819,1/4/2016 7:00,1/4/2016 2:00,Solar,0,0,TRUE,1/4/2016 2:00,2,4,1,2016
822,1/4/2016 7:00,1/4/2016 2:00,Wind,1551.9,0.02,TRUE,1/4/2016 2:00,2,4,1,2016
823,1/4/2016 7:00,1/4/2016 2:00,Other Renewables,584.5,0.01,TRUE,1/4/2016 2:00,2,4,1,2016
827,1/4/2016 8:00,1/4/2016 3:00,Hydro,526.7,0.01,TRUE,1/4/2016 3:00,3,4,1,2016
831,1/4/2016 8:00,1/4/2016 3:00,Other Renewables,572.1,0,TRUE,1/4/2016 3:00,3,4,1,2016
832,1/4/2016 8:00,1/4/2016 3:00,Solar,0,0,TRUE,1/4/2016 3:00,3,4,1,2016
834,1/4/2016 8:00,1/4/2016 3:00,Wind,1941,0.02,TRUE,1/4/2016 3:00,3,4,1,2016
838,1/4/2016 9:00,1/4/2016 4:00,Hydro,488.2,0.01,TRUE,1/4/2016 4:00,4,4,1,2016
842,1/4/2016 9:00,1/4/2016 4:00,Other Renewables,599.3,0.01,TRUE,1/4/2016 4:00,4,4,1,2016
843,1/4/2016 9:00,1/4/2016 4:00,Solar,0,0,TRUE,1/4/2016 4:00,4,4,1,2016
845,1/4/2016 9:00,1/4/2016 4:00,Wind,2253.5,0.03,TRUE,1/4/2016 4:00,4,4,1,2016
849,1/4/2016 10:00,1/4/2016 5:00,Hydro,509.5,0.01,TRUE,1/4/2016 5:00,5,4,1,2016
853,1/4/2016 10:00,1/4/2016 5:00,Other Renewables,617.4,0.01,TRUE,1/4/2016 5:00,5,4,1,2016
854,1/4/2016 10:00,1/4/2016 5:00,Solar,0,0,TRUE,1/4/2016 5:00,5,4,1,2016
856,1/4/2016 10:00,1/4/2016 5:00,Wind,2369.1,0.03,TRUE,1/4/2016 5:00,5,4,1,2016
860,1/4/2016 11:00,1/4/2016 6:00,Hydro,624.2,0.01,TRUE,1/4/2016 6:00,6,4,1,2016
864,1/4/2016 11:00,1/4/2016 6:00,Other Renewables,630.1,0,TRUE,1/4/2016 6:00,6,4,1,2016
866,1/4/2016 11:00,1/4/2016 6:00,Wind,2102.1,0.02,TRUE,1/4/2016 6:00,6,4,1,2016
867,1/4/2016 11:00,1/4/2016 6:00,Solar,0,0,TRUE,1/4/2016 6:00,6,4,1,2016
871,1/4/2016 12:00,1/4/2016 7:00,Hydro,1725.8,0.02,TRUE,1/4/2016 7:00,7,4,1,2016
875,1/4/2016 12:00,1/4/2016 7:00,Other Renewables,627.8,0,TRUE,1/4/2016 7:00,7,4,1,2016
876,1/4/2016 12:00,1/4/2016 7:00,Solar,0,0,TRUE,1/4/2016 7:00,7,4,1,2016
878,1/4/2016 12:00,1/4/2016 7:00,Wind,2047.2,0.02,TRUE,1/4/2016 7:00,7,4,1,2016
882,1/4/2016 13:00,1/4/2016 8:00,Hydro,1230.7,0.01,TRUE,1/4/2016 8:00,8,4,1,2016
886,1/4/2016 13:00,1/4/2016 8:00,Other Renewables,608.9,0,TRUE,1/4/2016 8:00,8,4,1,2016
887,1/4/2016 13:00,1/4/2016 8:00,Solar,4.7,0,TRUE,1/4/2016 8:00,8,4,1,2016
889,1/4/2016 13:00,1/4/2016 8:00,Wind,1856.3,0.02,TRUE,1/4/2016 8:00,8,4,1,2016
893,1/4/2016 14:00,1/4/2016 9:00,Hydro,1144.5,0.01,TRUE,1/4/2016 9:00,9,4,1,2016
897,1/4/2016 14:00,1/4/2016 9:00,Other Renewables,606.3,0,TRUE,1/4/2016 9:00,9,4,1,2016
898,1/4/2016 14:00,1/4/2016 9:00,Solar,29,0,TRUE,1/4/2016 9:00,9,4,1,2016
900,1/4/2016 14:00,1/4/2016 9:00,Wind,1652.4,0.02,TRUE,1/4/2016 9:00,9,4,1,2016
904,1/4/2016 15:00,1/4/2016 10:00,Hydro,656,0.01,TRUE,1/4/2016 10:00,10,4,1,2016
908,1/4/2016 15:00,1/4/2016 10:00,Wind,1829,0.02,TRUE,1/4/2016 10:00,10,4,1,2016
911,1/4/2016 15:00,1/4/2016 10:00,Other Renewables,604.3,0,TRUE,1/4/2016 10:00,10,4,1,2016
912,1/4/2016 15:00,1/4/2016 10:00,Solar,54.3,0,TRUE,1/4/2016 10:00,10,4,1,2016
915,1/4/2016 16:00,1/4/2016 11:00,Hydro,586.2,0.01,TRUE,1/4/2016 11:00,11,4,1,2016
919,1/4/2016 16:00,1/4/2016 11:00,Other Renewables,605.1,0,TRUE,1/4/2016 11:00,11,4,1,2016
920,1/4/2016 16:00,1/4/2016 11:00,Solar,56.1,0,TRUE,1/4/2016 11:00,11,4,1,2016
922,1/4/2016 16:00,1/4/2016 11:00,Wind,2011.4,0.02,TRUE,1/4/2016 11:00,11,4,1,2016
926,1/4/2016 17:00,1/4/2016 12:00,Hydro,663.8,0.01,TRUE,1/4/2016 12:00,12,4,1,2016
930,1/4/2016 17:00,1/4/2016 12:00,Other Renewables,621.9,0,TRUE,1/4/2016 12:00,12,4,1,2016
931,1/4/2016 17:00,1/4/2016 12:00,Solar,56.6,0,TRUE,1/4/2016 12:00,12,4,1,2016
933,1/4/2016 17:00,1/4/2016 12:00,Wind,1850.4,0.02,TRUE,1/4/2016 12:00,12,4,1,2016
937,1/4/2016 18:00,1/4/2016 13:00,Hydro,545.6,0.01,TRUE,1/4/2016 13:00,13,4,1,2016
941,1/4/2016 18:00,1/4/2016 13:00,Other Renewables,620.2,0,TRUE,1/4/2016 13:00,13,4,1,2016
942,1/4/2016 18:00,1/4/2016 13:00,Solar,52.5,0,TRUE,1/4/2016 13:00,13,4,1,2016
944,1/4/2016 18:00,1/4/2016 13:00,Wind,2221.3,0.02,TRUE,1/4/2016 13:00,13,4,1,2016
948,1/4/2016 19:00,1/4/2016 14:00,Hydro,547.2,0.01,TRUE,1/4/2016 14:00,14,4,1,2016
952,1/4/2016 19:00,1/4/2016 14:00,Other Renewables,616.1,0,TRUE,1/4/2016 14:00,14,4,1,2016
953,1/4/2016 19:00,1/4/2016 14:00,Solar,39,0,TRUE,1/4/2016 14:00,14,4,1,2016
955,1/4/2016 19:00,1/4/2016 14:00,Wind,1911.2,0.02,TRUE,1/4/2016 14:00,14,4,1,2016
960,1/4/2016 20:00,1/4/2016 15:00,Hydro,638.4,0.01,TRUE,1/4/2016 15:00,15,4,1,2016
962,1/4/2016 20:00,1/4/2016 15:00,Wind,2088.1,0.02,TRUE,1/4/2016 15:00,15,4,1,2016
966,1/4/2016 20:00,1/4/2016 15:00,Other Renewables,621.8,0,TRUE,1/4/2016 15:00,15,4,1,2016
967,1/4/2016 20:00,1/4/2016 15:00,Solar,15.6,0,TRUE,1/4/2016 15:00,15,4,1,2016
970,1/4/2016 21:00,1/4/2016 16:00,Hydro,598.3,0.01,TRUE,1/4/2016 16:00,16,4,1,2016
974,1/4/2016 21:00,1/4/2016 16:00,Other Renewables,625.5,0,TRUE,1/4/2016 16:00,16,4,1,2016
975,1/4/2016 21:00,1/4/2016 16:00,Solar,0,0,TRUE,1/4/2016 16:00,16,4,1,2016
977,1/4/2016 21:00,1/4/2016 16:00,Wind,1968,0.02,TRUE,1/4/2016 16:00,16,4,1,2016
981,1/4/2016 22:00,1/4/2016 17:00,Hydro,1141.9,0.01,TRUE,1/4/2016 17:00,17,4,1,2016
985,1/4/2016 22:00,1/4/2016 17:00,Other Renewables,631.7,0,TRUE,1/4/2016 17:00,17,4,1,2016
986,1/4/2016 22:00,1/4/2016 17:00,Solar,0,0,TRUE,1/4/2016 17:00,17,4,1,2016
988,1/4/2016 22:00,1/4/2016 17:00,Wind,1841.6,0.02,TRUE,1/4/2016 17:00,17,4,1,2016
992,1/4/2016 23:00,1/4/2016 18:00,Hydro,2021.6,0.02,TRUE,1/4/2016 18:00,18,4,1,2016
996,1/4/2016 23:00,1/4/2016 18:00,Other Renewables,633.2,0,TRUE,1/4/2016 18:00,18,4,1,2016
997,1/4/2016 23:00,1/4/2016 18:00,Solar,0,0,TRUE,1/4/2016 18:00,18,4,1,2016
999,1/4/2016 23:00,1/4/2016 18:00,Wind,1716.5,0.02,TRUE,1/4/2016 18:00,18,4,1,2016
1003,1/5/2016 0:00,1/4/2016 19:00,Hydro,1959.1,0.02,TRUE,1/4/2016 19:00,19,4,1,2016
1007,1/5/2016 0:00,1/4/2016 19:00,Wind,1590.2,0.01,TRUE,1/4/2016 19:00,19,4,1,2016
1010,1/5/2016 0:00,1/4/2016 19:00,Other Renewables,631.9,0,TRUE,1/4/2016 19:00,19,4,1,2016
1011,1/5/2016 0:00,1/4/2016 19:00,Solar,0,0,TRUE,1/4/2016 19:00,19,4,1,2016
1014,1/5/2016 1:00,1/4/2016 20:00,Hydro,1451.4,0.01,TRUE,1/4/2016 20:00,20,4,1,2016
1018,1/5/2016 1:00,1/4/2016 20:00,Other Renewables,628.6,0,TRUE,1/4/2016 20:00,20,4,1,2016
1019,1/5/2016 1:00,1/4/2016 20:00,Solar,0,0,TRUE,1/4/2016 20:00,20,4,1,2016
1021,1/5/2016 1:00,1/4/2016 20:00,Wind,1479.1,0.01,TRUE,1/4/2016 20:00,20,4,1,2016
1025,1/5/2016 2:00,1/4/2016 21:00,Hydro,959.7,0.01,TRUE,1/4/2016 21:00,21,4,1,2016
1029,1/5/2016 2:00,1/4/2016 21:00,Other Renewables,623.9,0,TRUE,1/4/2016 21:00,21,4,1,2016
1030,1/5/2016 2:00,1/4/2016 21:00,Solar,0,0,TRUE,1/4/2016 21:00,21,4,1,2016
1032,1/5/2016 2:00,1/4/2016 21:00,Wind,1409.2,0.01,TRUE,1/4/2016 21:00,21,4,1,2016
1036,1/5/2016 3:00,1/4/2016 22:00,Hydro,594.7,0.01,TRUE,1/4/2016 22:00,22,4,1,2016
1040,1/5/2016 3:00,1/4/2016 22:00,Other Renewables,627,0,TRUE,1/4/2016 22:00,22,4,1,2016
1041,1/5/2016 3:00,1/4/2016 22:00,Solar,0,0,TRUE,1/4/2016 22:00,22,4,1,2016
1043,1/5/2016 3:00,1/4/2016 22:00,Wind,1229.7,0.01,TRUE,1/4/2016 22:00,22,4,1,2016
1047,1/5/2016 4:00,1/4/2016 23:00,Hydro,583.4,0.01,TRUE,1/4/2016 23:00,23,4,1,2016
1051,1/5/2016 4:00,1/4/2016 23:00,Other Renewables,622.7,0,TRUE,1/4/2016 23:00,23,4,1,2016
1052,1/5/2016 4:00,1/4/2016 23:00,Wind,1355.7,0.01,TRUE,1/4/2016 23:00,23,4,1,2016
1054,1/5/2016 4:00,1/4/2016 23:00,Solar,0,0,TRUE,1/4/2016 23:00,23,4,1,2016
1058,1/5/2016 5:00,1/5/2016 0:00,Hydro,436.5,0,TRUE,1/5/2016 0:00,0,5,1,2016
1062,1/5/2016 5:00,1/5/2016 0:00,Other Renewables,627.7,0,TRUE,1/5/2016 0:00,0,5,1,2016
1063,1/5/2016 5:00,1/5/2016 0:00,Solar,0,0,TRUE,1/5/2016 0:00,0,5,1,2016
1065,1/5/2016 5:00,1/5/2016 0:00,Wind,1444.9,0.01,TRUE,1/5/2016 0:00,0,5,1,2016
1069,1/5/2016 6:00,1/5/2016 1:00,Hydro,534.8,0.01,TRUE,1/5/2016 1:00,1,5,1,2016
1073,1/5/2016 6:00,1/5/2016 1:00,Other Renewables,616.2,0,TRUE,1/5/2016 1:00,1,5,1,2016
1074,1/5/2016 6:00,1/5/2016 1:00,Solar,0,0,TRUE,1/5/2016 1:00,1,5,1,2016
1076,1/5/2016 6:00,1/5/2016 1:00,Wind,1509.6,0.02,TRUE,1/5/2016 1:00,1,5,1,2016
1080,1/5/2016 7:00,1/5/2016 2:00,Hydro,403.9,0,TRUE,1/5/2016 2:00,2,5,1,2016
1084,1/5/2016 7:00,1/5/2016 2:00,Other Renewables,616.5,0,TRUE,1/5/2016 2:00,2,5,1,2016
1085,1/5/2016 7:00,1/5/2016 2:00,Solar,0,0,TRUE,1/5/2016 2:00,2,5,1,2016
1087,1/5/2016 7:00,1/5/2016 2:00,Wind,1699.8,0.02,TRUE,1/5/2016 2:00,2,5,1,2016
1091,1/5/2016 8:00,1/5/2016 3:00,Hydro,455.2,0,TRUE,1/5/2016 3:00,3,5,1,2016
1095,1/5/2016 8:00,1/5/2016 3:00,Other Renewables,608.7,0,TRUE,1/5/2016 3:00,3,5,1,2016
1096,1/5/2016 8:00,1/5/2016 3:00,Wind,1372.8,0.01,TRUE,1/5/2016 3:00,3,5,1,2016
1098,1/5/2016 8:00,1/5/2016 3:00,Solar,0,0,TRUE,1/5/2016 3:00,3,5,1,2016
1102,1/5/2016 9:00,1/5/2016 4:00,Hydro,292.3,0,TRUE,1/5/2016 4:00,4,5,1,2016
1105,1/5/2016 9:00,1/5/2016 4:00,Other Renewables,616.7,0,TRUE,1/5/2016 4:00,4,5,1,2016
1106,1/5/2016 9:00,1/5/2016 4:00,Solar,0,0,TRUE,1/5/2016 4:00,4,5,1,2016
1108,1/5/2016 9:00,1/5/2016 4:00,Wind,1349.7,0.01,TRUE,1/5/2016 4:00,4,5,1,2016
1114,1/5/2016 10:00,1/5/2016 5:00,Hydro,819.7,0.01,TRUE,1/5/2016 5:00,5,5,1,2016
1117,1/5/2016 10:00,1/5/2016 5:00,Other Renewables,622.2,0,TRUE,1/5/2016 5:00,5,5,1,2016
1118,1/5/2016 10:00,1/5/2016 5:00,Solar,0,0,TRUE,1/5/2016 5:00,5,5,1,2016
1120,1/5/2016 10:00,1/5/2016 5:00,Wind,1034.4,0.01,TRUE,1/5/2016 5:00,5,5,1,2016
1124,1/5/2016 11:00,1/5/2016 6:00,Hydro,1534.2,0.01,TRUE,1/5/2016 6:00,6,5,1,2016
1128,1/5/2016 11:00,1/5/2016 6:00,Other Renewables,621.6,0,TRUE,1/5/2016 6:00,6,5,1,2016
1129,1/5/2016 11:00,1/5/2016 6:00,Solar,0,0,TRUE,1/5/2016 6:00,6,5,1,2016
1131,1/5/2016 11:00,1/5/2016 6:00,Wind,1087.8,0.01,TRUE,1/5/2016 6:00,6,5,1,2016
1135,1/5/2016 12:00,1/5/2016 7:00,Hydro,1931.7,0.02,TRUE,1/5/2016 7:00,7,5,1,2016
1139,1/5/2016 12:00,1/5/2016 7:00,Other Renewables,634.8,0,TRUE,1/5/2016 7:00,7,5,1,2016
1140,1/5/2016 12:00,1/5/2016 7:00,Solar,0,0,TRUE,1/5/2016 7:00,7,5,1,2016
1142,1/5/2016 12:00,1/5/2016 7:00,Wind,1274.2,0.01,TRUE,1/5/2016 7:00,7,5,1,2016
1147,1/5/2016 13:00,1/5/2016 8:00,Hydro,1393.3,0.01,TRUE,1/5/2016 8:00,8,5,1,2016
1149,1/5/2016 13:00,1/5/2016 8:00,Wind,1368.8,0.01,TRUE,1/5/2016 8:00,8,5,1,2016
1151,1/5/2016 13:00,1/5/2016 8:00,Other Renewables,634.9,0,TRUE,1/5/2016 8:00,8,5,1,2016
1152,1/5/2016 13:00,1/5/2016 8:00,Solar,10,0,TRUE,1/5/2016 8:00,8,5,1,2016
1157,1/5/2016 14:00,1/5/2016 9:00,Hydro,710.7,0.01,TRUE,1/5/2016 9:00,9,5,1,2016
1161,1/5/2016 14:00,1/5/2016 9:00,Other Renewables,644.9,0,TRUE,1/5/2016 9:00,9,5,1,2016
1162,1/5/2016 14:00,1/5/2016 9:00,Solar,33.3,0,TRUE,1/5/2016 9:00,9,5,1,2016
1164,1/5/2016 14:00,1/5/2016 9:00,Wind,1268.1,0.01,TRUE,1/5/2016 9:00,9,5,1,2016
1169,1/5/2016 15:00,1/5/2016 10:00,Hydro,628,0.01,TRUE,1/5/2016 10:00,10,5,1,2016
1171,1/5/2016 15:00,1/5/2016 10:00,Wind,1058.5,0.01,TRUE,1/5/2016 10:00,10,5,1,2016
1173,1/5/2016 15:00,1/5/2016 10:00,Other Renewables,577.7,0,TRUE,1/5/2016 10:00,10,5,1,2016
1174,1/5/2016 15:00,1/5/2016 10:00,Solar,58.3,0,TRUE,1/5/2016 10:00,10,5,1,2016
1180,1/5/2016 16:00,1/5/2016 11:00,Hydro,605.7,0.01,TRUE,1/5/2016 11:00,11,5,1,2016
1182,1/5/2016 16:00,1/5/2016 11:00,Wind,907.1,0.01,TRUE,1/5/2016 11:00,11,5,1,2016
1184,1/5/2016 16:00,1/5/2016 11:00,Other Renewables,594.8,0,TRUE,1/5/2016 11:00,11,5,1,2016
1185,1/5/2016 16:00,1/5/2016 11:00,Solar,63.7,0,TRUE,1/5/2016 11:00,11,5,1,2016
1190,1/5/2016 17:00,1/5/2016 12:00,Hydro,410.1,0,TRUE,1/5/2016 12:00,12,5,1,2016
1194,1/5/2016 17:00,1/5/2016 12:00,Other Renewables,600.1,0,TRUE,1/5/2016 12:00,12,5,1,2016
1195,1/5/2016 17:00,1/5/2016 12:00,Solar,63.5,0,TRUE,1/5/2016 12:00,12,5,1,2016
1197,1/5/2016 17:00,1/5/2016 12:00,Wind,901,0.01,TRUE,1/5/2016 12:00,12,5,1,2016
1202,1/5/2016 18:00,1/5/2016 13:00,Hydro,542.9,0.01,TRUE,1/5/2016 13:00,13,5,1,2016
1204,1/5/2016 18:00,1/5/2016 13:00,Wind,975.4,0.01,TRUE,1/5/2016 13:00,13,5,1,2016
1208,1/5/2016 18:00,1/5/2016 13:00,Other Renewables,635.1,0,TRUE,1/5/2016 13:00,13,5,1,2016
1209,1/5/2016 18:00,1/5/2016 13:00,Solar,59.6,0,TRUE,1/5/2016 13:00,13,5,1,2016
1212,1/5/2016 19:00,1/5/2016 14:00,Hydro,412.7,0,TRUE,1/5/2016 14:00,14,5,1,2016
1216,1/5/2016 19:00,1/5/2016 14:00,Other Renewables,571.6,0,TRUE,1/5/2016 14:00,14,5,1,2016
1217,1/5/2016 19:00,1/5/2016 14:00,Solar,51.7,0,TRUE,1/5/2016 14:00,14,5,1,2016
1219,1/5/2016 19:00,1/5/2016 14:00,Wind,844.9,0.01,TRUE,1/5/2016 14:00,14,5,1,2016
1223,1/5/2016 20:00,1/5/2016 15:00,Hydro,667,0.01,TRUE,1/5/2016 15:00,15,5,1,2016
1227,1/5/2016 20:00,1/5/2016 15:00,Other Renewables,644.1,0,TRUE,1/5/2016 15:00,15,5,1,2016
1228,1/5/2016 20:00,1/5/2016 15:00,Solar,24.2,0,TRUE,1/5/2016 15:00,15,5,1,2016
1230,1/5/2016 20:00,1/5/2016 15:00,Wind,678.9,0.01,TRUE,1/5/2016 15:00,15,5,1,2016
