,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
66,Dresden Energy Facility,GAS,2.7023,2.7023,Lebanon,6.6342326404245915,20.927686864219375,55350,678.3,OH,Combined cycle,3.0,83018.40000000001
67,Newark Bay Cogen,GAS,1.95,1.95,Transco Zone 6 Non NY,9.20863309352518,20.9568345323741,50385,139,NJ,Combined cycle,3.0,83157.40000000001
68,Conesville,COAL,2.223397515527951,2.7023,Lebanon,7.4222917049843655,21.502704936385957,2840,2174.8,OH,Coal boiler,5.0,85332.20000000001
69,"EFS Parlin Holdings, LLC",GAS,1.95,1.95,Transco Zone 6 Non NY,9.718518518518518,21.95111111111111,50799,135,NJ,Combined cycle,3.0,85467.20000000001
70,Pedricktown Cogeneration Plant,GAS,1.95,1.95,Transco Zone 6 Non NY,9.851301115241636,22.21003717472119,10099,134.5,NJ,Combined cycle,3.0,85601.70000000001
71,Cordova Energy Company,GAS,2.7393,2.7393,Chicago City Gate,7.042539267015706,22.291627814136124,55188,611.2,IL,Combined cycle,3.0,86212.90000000001
72,Lakewood,GAS,1.95,1.95,Transco Zone 6 Non NY,10.050675675675675,22.598817567567565,54640,236.8,NJ,Combined cycle,3.0,86449.70000000001
73,Gordonsville Power Station,GAS,1.95,1.95,Transco Zone 6 Non NY,10.053262316910786,22.603861517976032,54844,300.4,VA,Combined cycle,3.0,86750.1
74,Seward,COAL,2.223397515527951,1.42,Dominion South Point,7.918326693227091,22.60558789685977,3130,803.2,PA,Coal boiler,5.0,87553.3
75,Lawrenceburg Energy Facility,GAS,2.7023,2.7023,Lebanon,7.305194805194805,22.740827922077923,55502,1232,IN,Combined cycle,3.0,88785.3
76,"Dynegy Washington II, LLC",GAS,2.7023,2.7023,Lebanon,7.343684431389006,22.84483843894251,55397,714.9,OH,Combined cycle,3.0,89500.2
77,Allegheny Energy Units 1 & 2,GAS,1.42,1.42,Dominion South Point,11.187214611872147,22.885844748858446,55196,87.6,PA,Combustion turbine,7.0,89587.8
78,"Armstrong Power, LLC",GAS,1.42,1.42,Dominion South Point,11.19767441860465,22.900697674418602,55347,688,PA,Combustion turbine,7.0,90275.8
79,Clayville,GAS,1.95,1.95,Transco Zone 6 Non NY,8.219178082191782,23.027397260273975,58235,73,NJ,Combustion turbine,7.0,90348.8
80,Hunlock Unit 4,GAS,1.42,1.42,Dominion South Point,11.363636363636363,23.136363636363637,56397,44,PA,Combustion turbine,7.0,90392.8
81,Allegheny Energy Units 8 & 9,GAS,1.42,1.42,Dominion South Point,11.426940639269407,23.226255707762558,55377,87.6,PA,Combustion turbine,7.0,90480.40000000001
82,Bremo Power Station,GAS,1.95,1.95,Transco Zone 6 Non NY,10.405192761605036,23.29012588512982,3796,254.2,VA,Coal boiler,3.0,90734.6
83,Gould Street,GAS,1.95,1.95,Transco Zone 6 Non NY,10.483091787439614,23.442028985507246,1553,103.5,MD,Coal boiler,3.0,90838.1
84,Warren F. Sam Beasley Pwr Station,GAS,1.58,1.58,Transco Zone 6 NY,10.416666666666666,23.458333333333332,7962,96,DE,Combustion turbine,7.0,90934.1
85,"Montour, LLC",COAL,2.223397515527951,1.42,Dominion South Point,8.319531294011606,23.49762520946244,3149,1775.1,PA,Coal boiler,5.0,92709.20000000001
86,Chambersburg Units 12 & 13,GAS,1.42,1.42,Dominion South Point,11.643835616438357,23.53424657534247,55654,87.6,PA,Combustion turbine,7.0,92796.80000000002
87,Morgantown,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,8.352713178294573,23.57140172853773,1573,1548,MD,Coal boiler,5.0,94344.80000000002
88,Miami Fort Power Station,COAL,2.223397515527951,2.7023,Lebanon,8.472991689750693,23.838828672080663,2832,1444,OH,Coal boiler,5.0,95788.80000000002
89,Zion Energy Center,GAS,2.7393,2.7393,Chicago City Gate,6.184012066365008,23.939864253393665,55392,994.5,IL,Combustion turbine,7.0,96783.30000000002
90,Mitchell (WV),COAL,2.223397515527951,2.8025,Columbia Gas,8.599779492833518,24.120728358454265,3948,1632.6,WV,Coal boiler,5.0,98415.90000000002
91,Waterford Plant,GAS,2.7023,2.7023,Lebanon,7.819010416666666,24.129311848958334,55503,921.6,OH,Combined cycle,3.0,99337.50000000003
92,Fremont Energy Center,GAS,2.7023,2.7023,Lebanon,7.870182555780933,24.26759432048682,55701,739.5,OH,Combined cycle,3.0,100077.00000000003
93,Avon Lake Power Plant,COAL,2.223397515527951,2.7023,Lebanon,8.695402298850574,24.3333358677804,2836,870,OH,Coal boiler,5.0,100947.00000000003
94,Mercer Generating Station,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,8.723958333333334,24.3968272839027,2408,768,NJ,Coal boiler,5.0,101715.00000000003
95,Cardinal,COAL,2.223397515527951,2.7023,Lebanon,8.788023824718145,24.539270338278765,2828,1880.4,OH,Coal boiler,5.0,103595.40000000002
96,"Brunner Island, LLC",COAL,2.223397515527951,1.42,Dominion South Point,8.807412880187169,24.582379916037024,3140,1624.2,PA,Coal boiler,5.0,105219.60000000002
97,John E Amos,COAL,2.223397515527951,2.8025,Columbia Gas,8.845393166473437,24.666825190204953,3935,2932.6,WV,Coal boiler,5.0,108152.20000000003
98,Will County,COAL,2.223397515527951,2.7393,Chicago City Gate,8.877679697351828,24.738610982744987,884,1268.8,IL,Coal boiler,5.0,109421.00000000003
99,Kanawha River,COAL,2.223397515527951,2.8025,Columbia Gas,8.879781420765028,24.74328394936022,3936,439.2,WV,Coal boiler,5.0,109860.20000000003
100,Wolf Hills Energy,GAS,1.95,1.95,Transco Zone 6 Non NY,9.12280701754386,24.789473684210527,55285,285,VA,Combustion turbine,7.0,110145.20000000003
101,Chalk Point,GAS,1.95,1.95,Transco Zone 6 Non NY,11.176803928976199,24.794767661503588,1571,2647,MD,Coal boiler,3.0,112792.20000000003
102,Kendall Energy Facility,GAS,2.7393,2.7393,Chicago City Gate,7.961783439490445,24.80971337579618,55131,1256,IL,Combined cycle,3.0,114048.20000000003
103,Longview Power,COAL,2.223397515527951,2.8025,Columbia Gas,8.91640866873065,24.82472088148761,56671,807.5,WV,Coal boiler,5.0,114855.70000000003
104,William C. Dale,COAL,2.223397515527951,2.7023,Lebanon,8.930555555555555,24.85617503450656,1385,216,KY,Coal boiler,5.0,115071.70000000003
105,Nelson Energy Center,GAS,2.7393,2.7393,Chicago City Gate,8.019123505976095,24.96678501992032,55183,627.5,IL,Combined cycle,3.0,115699.20000000003
106,Chesterfield Power Station,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,9.06196165601556,25.148343031794553,3797,1799.5,VA,Coal boiler,5.0,117498.70000000003
107,Gen J M Gavin,COAL,2.223397515527951,2.7023,Lebanon,9.181538461538462,25.414209804108943,8102,2600,OH,Coal boiler,5.0,120098.70000000003
108,Mountaineer (1301),COAL,2.223397515527951,2.8025,Columbia Gas,9.2,25.455257142857146,6264,1300,WV,Coal boiler,5.0,121398.70000000003
109,Joliet 9,GAS,2.7393,2.7393,Chicago City Gate,8.351063829787234,25.87606914893617,874,507.6,IL,Coal boiler,3.0,121906.30000000003
110,W H Zimmer Generating Station,COAL,2.223397515527951,2.7023,Lebanon,9.46969696969697,26.054900715226808,6019,1425.6,OH,Coal boiler,5.0,123331.90000000004
111,"Dynegy Hanging Rock II, LLC",GAS,2.7023,2.7023,Lebanon,8.539046731873933,26.07506598354293,55736,1288.2,OH,Combined cycle,3.0,124620.10000000003
112,Keystone,COAL,2.223397515527951,1.42,Dominion South Point,9.511677282377919,26.148239638142716,3136,1884,PA,Coal boiler,5.0,126504.10000000003
113,Bruce Mansfield,COAL,2.223397515527951,1.42,Dominion South Point,9.722374229323995,26.616702706511944,6094,2741.1,PA,Coal boiler,5.0,129245.20000000004
114,Dickerson,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,9.765273311897106,26.71208442012343,1572,933,MD,Coal boiler,5.0,130178.20000000004
115,Marsh Run Generation Facility,GAS,1.95,1.95,Transco Zone 6 Non NY,10.15801354401806,26.808126410835214,7836,708.8,VA,Combustion turbine,7.0,130887.00000000004
116,Cheswick,COAL,2.223397515527951,1.42,Dominion South Point,9.811616954474097,26.815124759889628,8226,637,PA,Coal boiler,5.0,131524.00000000006
117,Buchanan Units 1 & 2,GAS,1.95,1.95,Transco Zone 6 Non NY,10.204545454545455,26.898863636363636,55738,88,VA,Combustion turbine,7.0,131612.00000000006
118,H L Spurlock,COAL,2.223397515527951,2.7023,Lebanon,9.865340379235311,26.934573289029363,6041,1608.5,KY,Coal boiler,5.0,133220.50000000006
119,Herbert A Wagner,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,9.879074161549362,26.965108946505225,1554,1058.5,MD,Coal boiler,5.0,134279.00000000006
120,Virginia City Hybrid Energy Center,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,9.880239520958083,26.967700003719273,56808,668,VA,Coal boiler,5.0,134947.00000000006
121,Kincaid Generating Station,COAL,2.223397515527951,2.7393,Chicago City Gate,9.886277482941622,26.981124793392326,876,1319,IL,Coal boiler,5.0,136266.00000000006
122,Rock Springs Generating Facility,GAS,1.95,1.95,Transco Zone 6 Non NY,10.341261633919338,27.16546018614271,7835,773.6,MD,Combustion turbine,7.0,137039.60000000006
123,Altavista Power Station,,2.0,1.95,Transco Zone 6 Non NY,11.082981715893109,27.165963431786217,10773,71.1,VA,Coal boiler,5.0,137110.70000000007
124,Yorktown Power Station,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,9.969769291964996,27.16676027414183,3809,1257,VA,Coal boiler,5.0,138367.70000000007
125,Waukegan,COAL,2.223397515527951,2.7393,Chicago City Gate,10.042636930141029,27.32877399982481,883,914.7,IL,Coal boiler,5.0,139282.40000000008
126,Conemaugh,COAL,2.223397515527951,1.42,Dominion South Point,10.066348195329088,27.381493567933965,3118,1884,PA,Coal boiler,5.0,141166.40000000008
127,Smith Generating Facility,GAS,2.7023,2.7023,Lebanon,7.566430203198268,27.446764338102682,54,1663.4,KY,Combustion turbine,7.0,142829.80000000008
128,Southampton Power Station,,2.0,1.95,Transco Zone 6 Non NY,11.251758087201127,27.503516174402254,10774,71.1,VA,Coal boiler,5.0,142900.90000000008
129,Killen Station,COAL,2.223397515527951,2.7023,Lebanon,10.13491948353402,27.53395479976536,6031,689.3,OH,Coal boiler,5.0,143590.20000000007
130,East Bend,COAL,2.223397515527951,2.7023,Lebanon,10.215025906735752,27.712063222089924,6018,772,KY,Coal boiler,5.0,144362.20000000007
131,Rockport,COAL,2.223397515527951,2.7023,Lebanon,10.307692307692308,27.91809746774965,6166,2600,IN,Coal boiler,5.0,146962.20000000007
132,Homer City,COAL,2.223397515527951,1.42,Dominion South Point,10.359840954274354,28.034044638998314,3122,2012,PA,Coal boiler,5.0,148974.20000000007
133,Hopewell Power Station,,2.0,1.95,Transco Zone 6 Non NY,11.533052039381154,28.066104078762308,10771,71.1,VA,Coal boiler,5.0,149045.30000000008
134,Eagle Point Power Generation,GAS,1.95,1.95,Transco Zone 6 Non NY,12.911040508339951,28.176528991262906,50561,251.8,NJ,Combined cycle,3.0,149297.10000000006
135,W H Sammis,COAL,2.223397515527951,2.7023,Lebanon,10.47242818362303,28.284370805012337,2866,2468.1,OH,Coal boiler,5.0,151765.20000000007
136,J M Stuart,COAL,2.223397515527951,2.7023,Lebanon,10.684083863599282,28.754965518018913,2850,2451.6,OH,Coal boiler,5.0,154216.80000000008
137,Fort Martin Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,10.984375,29.422632084627335,3943,1152,WV,Coal boiler,5.0,155368.80000000008
138,John S. Cooper,COAL,2.223397515527951,2.7023,Lebanon,11.043604651162791,29.554323143868274,1384,344,KY,Coal boiler,5.0,155712.80000000008
139,Harrison Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,11.102826510721247,29.68599687927549,3944,2052,WV,Coal boiler,5.0,157764.80000000008
140,Mount Storm Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,11.187459099292045,29.8741687664365,3954,1680.9,WV,Coal boiler,5.0,159445.70000000007
141,"LSP University Park, LLC",GAS,2.7393,2.7393,Chicago City Gate,8.388567493112948,29.9788029338843,55640,726,IL,Combustion turbine,7.0,160171.70000000007
142,Ladysmith Combustion Turbine Sta,GAS,1.95,1.95,Transco Zone 6 Non NY,11.92717086834734,30.257983193277312,7839,892.5,VA,Combustion turbine,7.0,161064.20000000007
143,Remington Combustion Turbine Station,GAS,1.95,1.95,Transco Zone 6 Non NY,11.963146704464918,30.32813607370659,7838,705.5,VA,Combustion turbine,7.0,161769.70000000007
144,Elizabeth River Combustion Turbine Sta,GAS,1.95,1.95,Transco Zone 6 Non NY,11.983024691358024,30.366898148148145,52087,388.8,VA,Combustion turbine,7.0,162158.50000000006
145,Northampton Generating Plant,COAL,2.223397515527951,1.42,Dominion South Point,11.409395973154362,30.367622660386015,50888,134.1,PA,Coal boiler,5.0,162292.60000000006
146,Joliet 29,GAS,2.7393,2.7393,Chicago City Gate,10.16969696969697,30.85785090909091,384,1320,IL,Coal boiler,3.0,163612.60000000006
147,Brandon Shores,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,11.678832116788321,30.96668631273519,602,1370,MD,Coal boiler,5.0,164982.60000000006
148,Gilberton Power Company,COAL,2.223397515527951,1.42,Dominion South Point,11.76470588235294,31.157617829740595,10113,88.4,PA,Coal boiler,5.0,165071.00000000006
149,Aurora,GAS,2.7393,2.7393,Chicago City Gate,8.831372549019608,31.191778823529415,55279,1275,IL,Combustion turbine,7.0,166346.00000000006
150,Powerton,COAL,2.223397515527951,2.7393,Chicago City Gate,11.870519713261649,31.392884038491513,879,1785.6,IL,Coal boiler,5.0,168131.60000000006
151,C P Crane,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,12.025012025012025,31.73638186060547,1552,415.8,MD,Coal boiler,5.0,168547.40000000005
152,Clover Power Station,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,12.14622641509434,32.00588963436073,7213,848,VA,Coal boiler,5.0,169395.40000000005
153,Riverside Generating Company,GAS,2.7023,2.7023,Lebanon,9.273913043478261,32.060895217391305,55198,1150,KY,Combustion turbine,7.0,170545.40000000005
154,Southeast Chicago Energy Project,GAS,2.7393,2.7393,Chicago City Gate,9.174852652259332,32.13267387033399,55281,407.2,IL,Combustion turbine,7.0,170952.60000000006
155,Whitewater Valley,COAL,2.223397515527951,2.7023,Lebanon,12.289669861554845,32.32482143683978,1040,93.9,IN,Coal boiler,5.0,171046.50000000006
156,Pleasants Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,12.320906432748538,32.39427275162545,6004,1368,WV,Coal boiler,5.0,172414.50000000006
157,Bay Shore,OIL,10.0,2.7023,Lebanon,3.269201863820833,32.69201863820833,2878,665.3,OH,Coal boiler,0.0,173079.80000000005
158,Northeastern Power Company,COAL,2.223397515527951,1.42,Dominion South Point,12.711864406779661,33.26352773976208,50039,59,PA,Coal boiler,5.0,173138.80000000005
159,Robert P Mone,GAS,2.7023,2.7023,Lebanon,9.829797979797979,33.56306308080808,7872,594,OH,Combustion turbine,7.0,173732.80000000005
160,St. Nicholas Cogeneration Project,COAL,2.223397515527951,1.42,Dominion South Point,13.104838709677418,34.13726582849129,54634,99.2,PA,Coal boiler,5.0,173832.00000000006
161,Mt. Carmel Cogeneration,COAL,2.223397515527951,1.42,Dominion South Point,13.192389006342495,34.33192494058015,10343,47.3,PA,Coal boiler,5.0,173879.30000000005
162,AMP-Ohio Gas Turbines Galion,GAS,2.7023,2.7023,Lebanon,10.242424242424242,34.678103030303035,55263,49.5,OH,Combustion turbine,7.0,173928.80000000005
163,AMP-Ohio Gas Turbines Bowling Green,GAS,2.7023,2.7023,Lebanon,10.242424242424242,34.678103030303035,55262,49.5,OH,Combustion turbine,7.0,173978.30000000005
164,AMP-Ohio Gas Turbines Napoleon,GAS,2.7023,2.7023,Lebanon,10.242424242424242,34.678103030303035,55264,49.5,OH,Combustion turbine,7.0,174027.80000000005
165,University Park Energy,GAS,2.7393,2.7393,Chicago City Gate,10.186757215619695,34.904584040747025,55250,353.4,IL,Combustion turbine,7.0,174381.20000000004
166,Rockford II Energy Center,GAS,2.7393,2.7393,Chicago City Gate,10.249404761904762,35.07619446428571,55936,168,IL,Combustion turbine,7.0,174549.20000000004
167,Big Sandy Peaker Plant,GAS,2.8025,2.8025,Columbia Gas,10.186757215619695,35.54838709677419,55284,353.4,WV,Combustion turbine,7.0,174902.60000000003
168,Cambria Cogen,COAL,2.223397515527951,1.42,Dominion South Point,13.877551020408163,35.85531246038789,10641,98,PA,Coal boiler,5.0,175000.60000000003
169,Louisa Generation Facility,GAS,1.95,1.95,Transco Zone 6 Non NY,14.928304851699076,36.1101944608132,7837,509.1,VA,Combustion turbine,7.0,175509.70000000004
170,Elwood Energy Facility,GAS,2.7393,2.7393,Chicago City Gate,10.795717592592593,36.57270920138889,55199,1728,IL,Combustion turbine,7.0,177237.70000000004
171,Rockford Energy Center,GAS,2.7393,2.7393,Chicago City Gate,10.825316455696203,36.653789367088606,55238,316,IL,Combustion turbine,7.0,177553.70000000004
172,Greenville Electric Gen Station,GAS,2.7023,2.7023,Lebanon,11.016949152542374,36.77110169491526,55228,236,OH,Combustion turbine,7.0,177789.70000000004
173,"Elgin Energy Center, LLC",GAS,2.7393,2.7393,Chicago City Gate,10.903703703703703,36.868515555555554,55438,540,IL,Combustion turbine,7.0,178329.70000000004
