,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
20,Panda Liberty Power Project,GAS,1.3983,1.3983,Dominion South Point,7.227586206896552,13.106333793103449,58420,870,PA,Combined cycle,3.0,45244.3
21,"Fairless Energy, LLC",GAS,1.3983,1.3983,Dominion South Point,7.263079222720478,13.155963677130044,55298,1338,PA,Combined cycle,3.0,46582.3
22,Liberty Electric Power Plant,GAS,1.3983,1.3983,Dominion South Point,7.312703583061889,13.225353420195441,55231,614,PA,Combined cycle,3.0,47196.3
23,"Lower Mount Bethel Energy, LLC",GAS,1.3983,1.3983,Dominion South Point,7.366482504604051,13.300552486187845,55667,651.6,PA,Combined cycle,3.0,47847.9
24,Hunlock Creek Energy Center,GAS,1.3983,1.3983,Dominion South Point,7.402330363262508,13.350678546949966,3176,145.9,PA,Combined cycle,3.0,47993.8
25,Garrison Energy Center,GAS,1.68,1.68,Transco Zone 6 NY,6.293628808864266,13.573296398891967,57349,361,DE,Combined cycle,3.0,48354.8
26,"Allegheny Energy Units 3, 4 & 5",GAS,1.3983,1.3983,Dominion South Point,7.580935251798561,13.600421762589928,55710,556,PA,Combined cycle,3.0,48910.8
27,Helix Ironwood LLC,GAS,1.3983,1.3983,Dominion South Point,7.716049382716049,13.789351851851853,55337,777.6,PA,Combined cycle,3.0,49688.4
28,North Jersey Energy Associates,GAS,1.74,1.74,Transco Zone 6 Non NY,6.508600650860065,14.324965132496512,10308,430.2,NJ,Combined cycle,3.0,50118.6
29,"Marcus Hook Energy, LP",GAS,1.3983,1.3983,Dominion South Point,8.188015787585217,14.44930247578041,55801,836.1,PA,Combined cycle,3.0,50954.7
30,Hunterstown Combined Cycle,GAS,1.3983,1.3983,Dominion South Point,8.201559020044543,14.468239977728286,55976,898,PA,Combined cycle,3.0,51852.7
31,B L England,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,4.188416604523987,14.557424306639696,2378,804.6,NJ,Coal boiler,5.0,52657.299999999996
32,Howard M Down,GAS,1.74,1.74,Transco Zone 6 Non NY,4.397981254506129,14.652487382840665,2434,138.7,NJ,Combustion turbine,7.0,52795.99999999999
33,"Dynegy Fayette II, LLC",GAS,1.3983,1.3983,Dominion South Point,8.383791336748951,14.723055426176058,55516,644.1,PA,Combined cycle,3.0,53440.09999999999
34,Dresden Energy Facility,GAS,1.7974,1.7974,Lebanon,6.6342326404245915,14.924369747899162,55350,678.3,OH,Combined cycle,3.0,54118.399999999994
35,Newark Energy Center,GAS,1.74,1.74,Transco Zone 6 Non NY,6.887074829931973,14.983510204081632,58079,735,NJ,Combined cycle,3.0,54853.399999999994
36,Woodbridge Energy Center,GAS,1.74,1.74,Transco Zone 6 Non NY,7.061635220125786,15.287245283018867,57839,795,NJ,Combined cycle,3.0,55648.399999999994
37,Bethlehem Power Plant,GAS,1.3983,1.3983,Dominion South Point,8.794449262792714,15.297278404163054,55690,1153,PA,Combined cycle,3.0,56801.399999999994
38,Warren County Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,7.124032060861296,15.395815785898655,55939,1472.2,VA,Combined cycle,3.0,58273.59999999999
39,West Deptford Energy Station,GAS,1.74,1.74,Transco Zone 6 Non NY,7.156109196925523,15.45163000265041,56963,754.6,NJ,Combined cycle,3.0,59028.19999999999
40,Linden Generating Station,GAS,1.74,1.74,Transco Zone 6 Non NY,7.2125583368689,15.549851506151887,2406,2121.3,NJ,Combined cycle,3.0,61149.49999999999
41,Cumberland Energy Center,GAS,1.74,1.74,Transco Zone 6 Non NY,4.974048442906574,15.65484429065744,5083,231.2,NJ,Combustion turbine,7.0,61380.69999999999
42,Hazleton Generation,GAS,1.3983,1.3983,Dominion South Point,6.209912536443149,15.683320699708455,10870,171.5,PA,Combustion turbine,7.0,61552.19999999999
43,New Castle,GAS,1.3983,1.3983,Dominion South Point,9.229500471253536,15.905610508953819,3138,424.4,PA,Coal boiler,3.0,61976.59999999999
44,Brunswick County Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,7.437848118462165,15.941855726124167,58260,1472.2,VA,Combined cycle,3.0,63448.79999999999
45,Bellemeade Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,7.533333333333333,16.108,50966,330,VA,Combined cycle,3.0,63778.79999999999
46,McKee Run,GAS,1.68,1.68,Transco Zone 6 NY,7.804232804232805,16.11111111111111,599,151.2,DE,Coal boiler,3.0,63929.999999999985
47,Lawrenceburg Energy Facility,GAS,1.7974,1.7974,Lebanon,7.305194805194805,16.130357142857143,55502,1232,IN,Combined cycle,3.0,65161.999999999985
48,"Dynegy Washington II, LLC",GAS,1.7974,1.7974,Lebanon,7.343684431389006,16.1995383969786,55397,714.9,OH,Combined cycle,3.0,65876.89999999998
49,Bergen,GAS,1.74,1.74,Transco Zone 6 Non NY,7.7215724954206,16.435536142031843,2398,1419.4,NJ,Combined cycle,3.0,67296.29999999997
50,Cromby,COAL,2.281870503597122,1.3983,Dominion South Point,5.031413612565445,16.481034313910126,3159,420.2,PA,,5.0,67716.49999999997
51,Brandywine Power Facility,GAS,1.74,1.74,Transco Zone 6 Non NY,7.7908587257617725,16.556094182825483,54832,288.8,MD,Combined cycle,3.0,68005.29999999997
52,Grays Ferry Cogen Partnership,GAS,1.3983,1.3983,Dominion South Point,9.766355140186915,16.656294392523364,54785,192.6,PA,Combined cycle,3.0,68197.89999999998
53,"Red Oak Power, LLC",GAS,1.74,1.74,Transco Zone 6 Non NY,7.964925100474972,16.858969674826454,55239,821.1,NJ,Combined cycle,3.0,69018.99999999999
54,Cordova Energy Company,GAS,1.98,1.98,Chicago City Gate,7.042539267015706,16.944227748691098,55188,611.2,IL,Combined cycle,3.0,69630.19999999998
55,Waterford Plant,GAS,1.7974,1.7974,Lebanon,7.819010416666666,17.053889322916667,55503,921.6,OH,Combined cycle,3.0,70551.79999999999
56,Tenaska Virginia Generating Station,GAS,1.74,1.74,Transco Zone 6 Non NY,8.085826022619173,17.069337279357363,55439,946.1,VA,Combined cycle,3.0,71497.9
57,Perryman,GAS,1.74,1.74,Transco Zone 6 Non NY,5.804913824715805,17.1005500550055,1556,545.4,MD,Combustion turbine,7.0,72043.29999999999
58,Fremont Energy Center,GAS,1.7974,1.7974,Lebanon,7.870182555780933,17.145866125760648,55701,739.5,OH,Combined cycle,3.0,72782.79999999999
59,Hudson Generating Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,5.367599219258296,17.248166333556448,2403,1229.6,NJ,Coal boiler,5.0,74012.4
60,Possum Point Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,8.214611652817139,17.29342427590182,3804,2081.9,VA,Combined cycle,3.0,76094.29999999999
61,Bear Garden Generating Station,GAS,1.74,1.74,Transco Zone 6 Non NY,8.389982110912344,17.598568872987478,56807,559,VA,Combined cycle,3.0,76653.29999999999
62,Shawville,GAS,1.3983,1.3983,Dominion South Point,10.55379746835443,17.757375000000003,3131,632,PA,Coal boiler,3.0,77285.29999999999
63,"Camden Plant Holding, LLC",GAS,1.74,1.74,Transco Zone 6 Non NY,8.719745222929935,18.172356687898088,10751,157,NJ,Combined cycle,3.0,77442.29999999999
64,"Dynegy Hanging Rock II, LLC",GAS,1.7974,1.7974,Lebanon,8.539046731873933,18.34808259587021,55736,1288.2,OH,Combined cycle,3.0,78730.49999999999
65,PEI Power Corporation,,2.0,1.3983,Dominion South Point,5.81270182992465,18.625403659849297,50279,92.9,PA,Combustion turbine,7.0,78823.39999999998
66,Kendall Energy Facility,GAS,1.98,1.98,Chicago City Gate,7.961783439490445,18.76433121019108,55131,1256,IL,Combined cycle,3.0,80079.39999999998
67,"Bayonne Plant Holding, LLC",GAS,1.74,1.74,Transco Zone 6 Non NY,9.08141962421712,18.801670146137788,50497,191.6,NJ,Combined cycle,3.0,80270.99999999999
68,Ocean Peaking Power,GAS,1.74,1.74,Transco Zone 6 Non NY,6.819843342036553,18.8665274151436,55938,574.5,NJ,Combustion turbine,7.0,80845.49999999999
69,Nelson Energy Center,GAS,1.98,1.98,Chicago City Gate,8.019123505976095,18.87786454183267,55183,627.5,IL,Combined cycle,3.0,81472.99999999999
70,Gilbert Generating Station,GAS,1.74,1.74,Transco Zone 6 Non NY,9.161184210526315,18.94046052631579,2393,608,NJ,Combined cycle,3.0,82080.99999999999
71,Newark Bay Cogen,GAS,1.74,1.74,Transco Zone 6 Non NY,9.20863309352518,19.02302158273381,50385,139,NJ,Combined cycle,3.0,82219.99999999999
72,Zion Energy Center,GAS,1.98,1.98,Chicago City Gate,6.184012066365008,19.244343891402714,55392,994.5,IL,Combustion turbine,7.0,83214.49999999999
73,Handsome Lake Energy,GAS,1.3983,1.3983,Dominion South Point,8.828522920203735,19.344923599320886,55233,294.5,PA,Combustion turbine,7.0,83508.99999999999
74,Indian River,COAL,2.281870503597122,1.68,Transco Zone 6 NY,6.331302076856113,19.44721145854116,594,804.1,DE,Coal boiler,5.0,84313.09999999999
75,Joliet 9,GAS,1.98,1.98,Chicago City Gate,8.351063829787234,19.535106382978725,874,507.6,IL,Coal boiler,3.0,84820.7
76,NRG Energy Center Dover,GAS,1.68,1.68,Transco Zone 6 NY,10.042372881355933,19.871186440677967,10030,118,DE,Combined cycle,3.0,84938.7
77,"EFS Parlin Holdings, LLC",GAS,1.74,1.74,Transco Zone 6 Non NY,9.718518518518518,19.91022222222222,50799,135,NJ,Combined cycle,3.0,85073.7
78,Pedricktown Cogeneration Plant,GAS,1.74,1.74,Transco Zone 6 Non NY,9.851301115241636,20.141263940520446,10099,134.5,NJ,Combined cycle,3.0,85208.2
79,Lakewood,GAS,1.74,1.74,Transco Zone 6 Non NY,10.050675675675675,20.488175675675674,54640,236.8,NJ,Combined cycle,3.0,85445.0
80,Gordonsville Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,10.053262316910786,20.492676431424766,54844,300.4,VA,Combined cycle,3.0,85745.4
81,Rosemary Power Station,GAS,1.8835,1.8835,Transco Zone 5,9.316666666666666,20.547941666666667,50555,180,NC,Combined cycle,3.0,85925.4
82,Smith Generating Facility,GAS,1.7974,1.7974,Lebanon,7.566430203198268,20.59990164722857,54,1663.4,KY,Combustion turbine,7.0,87588.79999999999
83,Bremo Power Station,GAS,1.74,1.74,Transco Zone 6 Non NY,10.405192761605036,21.105035405192762,3796,254.2,VA,Coal boiler,3.0,87842.99999999999
84,Gould Street,GAS,1.74,1.74,Transco Zone 6 Non NY,10.483091787439614,21.240579710144928,1553,103.5,MD,Coal boiler,3.0,87946.49999999999
85,Clayville,GAS,1.74,1.74,Transco Zone 6 Non NY,8.219178082191782,21.3013698630137,58235,73,NJ,Combustion turbine,7.0,88019.49999999999
86,Conesville,COAL,2.281870503597122,1.7974,Lebanon,7.4222917049843655,21.936708510697414,2840,2174.8,OH,Coal boiler,5.0,90194.29999999999
87,Chalk Point,GAS,1.74,1.74,Transco Zone 6 Non NY,11.176803928976199,22.447638836418587,1571,2647,MD,Coal boiler,3.0,92841.29999999999
88,Allegheny Energy Units 1 & 2,GAS,1.3983,1.3983,Dominion South Point,11.187214611872147,22.643082191780824,55196,87.6,PA,Combustion turbine,7.0,92928.9
89,"Armstrong Power, LLC",GAS,1.3983,1.3983,Dominion South Point,11.19767441860465,22.657708139534883,55347,688,PA,Combustion turbine,7.0,93616.9
90,Wolf Hills Energy,GAS,1.74,1.74,Transco Zone 6 Non NY,9.12280701754386,22.873684210526314,55285,285,VA,Combustion turbine,7.0,93901.9
91,Hunlock Unit 4,GAS,1.3983,1.3983,Dominion South Point,11.363636363636363,22.889772727272728,56397,44,PA,Combustion turbine,7.0,93945.9
92,Allegheny Energy Units 8 & 9,GAS,1.3983,1.3983,Dominion South Point,11.426940639269407,22.978291095890413,55377,87.6,PA,Combustion turbine,7.0,94033.5
93,Seward,COAL,2.281870503597122,1.3983,Dominion South Point,7.918326693227091,23.068596119120635,3130,803.2,PA,Coal boiler,5.0,94836.7
94,Joliet 29,GAS,1.98,1.98,Chicago City Gate,10.16969696969697,23.136,384,1320,IL,Coal boiler,3.0,96156.7
95,Chambersburg Units 12 & 13,GAS,1.3983,1.3983,Dominion South Point,11.643835616438357,23.281575342465757,55654,87.6,PA,Combustion turbine,7.0,96244.3
96,"LSP University Park, LLC",GAS,1.98,1.98,Chicago City Gate,8.388567493112948,23.609363636363636,55640,726,IL,Combustion turbine,7.0,96970.3
97,Riverside Generating Company,GAS,1.7974,1.7974,Lebanon,9.273913043478261,23.66893130434783,55198,1150,KY,Combustion turbine,7.0,98120.3
98,"Montour, LLC",COAL,2.281870503597122,1.3983,Dominion South Point,8.319531294011606,23.984093063558277,3149,1775.1,PA,Coal boiler,5.0,99895.40000000001
99,Morgantown,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,8.352713178294573,24.059809826557355,1573,1548,MD,Coal boiler,5.0,101443.40000000001
100,Miami Fort Power Station,COAL,2.281870503597122,1.7974,Lebanon,8.472991689750693,24.334269814065642,2832,1444,OH,Coal boiler,5.0,102887.40000000001
101,Aurora,GAS,1.98,1.98,Chicago City Gate,8.831372549019608,24.486117647058826,55279,1275,IL,Combustion turbine,7.0,104162.40000000001
102,Warren F. Sam Beasley Pwr Station,GAS,1.68,1.68,Transco Zone 6 NY,10.416666666666666,24.5,7962,96,DE,Combustion turbine,7.0,104258.40000000001
103,Mitchell (WV),COAL,2.281870503597122,1.8092,Columbia Gas,8.599779492833518,24.62358316213622,3948,1632.6,WV,Coal boiler,5.0,105891.00000000001
104,Robert P Mone,GAS,1.7974,1.7974,Lebanon,9.829797979797979,24.66807888888889,7872,594,OH,Combustion turbine,7.0,106485.00000000001
105,Marsh Run Generation Facility,GAS,1.74,1.74,Transco Zone 6 Non NY,10.15801354401806,24.674943566591423,7836,708.8,VA,Combustion turbine,7.0,107193.80000000002
106,Buchanan Units 1 & 2,GAS,1.74,1.74,Transco Zone 6 Non NY,10.204545454545455,24.755909090909093,55738,88,VA,Combustion turbine,7.0,107281.80000000002
107,Avon Lake Power Plant,COAL,2.281870503597122,1.7974,Lebanon,8.695402298850574,24.841782022657732,2836,870,OH,Coal boiler,5.0,108151.80000000002
108,Mercer Generating Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,8.723958333333334,24.90694319544364,2408,768,NJ,Coal boiler,5.0,108919.80000000002
109,Rock Springs Generating Facility,GAS,1.74,1.74,Transco Zone 6 Non NY,10.341261633919338,24.993795243019648,7835,773.6,MD,Combustion turbine,7.0,109693.40000000002
110,Cardinal,COAL,2.281870503597122,1.7974,Lebanon,8.788023824718145,25.053132350533097,2828,1880.4,OH,Coal boiler,5.0,111573.80000000002
111,"Brunner Island, LLC",COAL,2.281870503597122,1.3983,Dominion South Point,8.807412880187169,25.097375664300472,3140,1624.2,PA,Coal boiler,5.0,113198.00000000001
112,Southeast Chicago Energy Project,GAS,1.98,1.98,Chicago City Gate,9.174852652259332,25.166208251473478,55281,407.2,IL,Combustion turbine,7.0,113605.20000000001
113,John E Amos,COAL,2.281870503597122,1.8092,Columbia Gas,8.845393166473437,25.184041759295283,3935,2932.6,WV,Coal boiler,5.0,116537.80000000002
114,Will County,COAL,2.281870503597122,1.98,Chicago City Gate,8.877679697351828,25.25771544177016,884,1268.8,IL,Coal boiler,5.0,117806.60000000002
115,Kanawha River,COAL,2.281870503597122,1.8092,Columbia Gas,8.879781420765028,25.26251130243346,3936,439.2,WV,Coal boiler,5.0,118245.80000000002
116,Longview Power,COAL,2.281870503597122,1.8092,Columbia Gas,8.91640866873065,25.34608993919415,56671,807.5,WV,Coal boiler,5.0,119053.30000000002
117,William C. Dale,COAL,2.281870503597122,1.7974,Lebanon,8.930555555555555,25.37837130295763,1385,216,KY,Coal boiler,5.0,119269.30000000002
118,AMP-Ohio Gas Turbines Galion,GAS,1.7974,1.7974,Lebanon,10.242424242424242,25.409733333333335,55263,49.5,OH,Combustion turbine,7.0,119318.80000000002
119,AMP-Ohio Gas Turbines Bowling Green,GAS,1.7974,1.7974,Lebanon,10.242424242424242,25.409733333333335,55262,49.5,OH,Combustion turbine,7.0,119368.30000000002
120,AMP-Ohio Gas Turbines Napoleon,GAS,1.7974,1.7974,Lebanon,10.242424242424242,25.409733333333335,55264,49.5,OH,Combustion turbine,7.0,119417.80000000002
121,Big Sandy Peaker Plant,GAS,1.8092,1.8092,Columbia Gas,10.186757215619695,25.42988115449915,55284,353.4,WV,Combustion turbine,7.0,119771.20000000001
122,Eagle Point Power Generation,GAS,1.74,1.74,Transco Zone 6 Non NY,12.911040508339951,25.465210484511516,50561,251.8,NJ,Combined cycle,3.0,120023.00000000001
123,Chesterfield Power Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,9.06196165601556,25.678223007590034,3797,1799.5,VA,Coal boiler,5.0,121822.50000000001
124,Gen J M Gavin,COAL,2.281870503597122,1.7974,Lebanon,9.181538461538462,25.951081793027114,8102,2600,OH,Coal boiler,5.0,124422.50000000001
125,Mountaineer (1301),COAL,2.281870503597122,1.8092,Columbia Gas,9.2,25.99320863309352,6264,1300,WV,Coal boiler,5.0,125722.50000000001
126,W H Zimmer Generating Station,COAL,2.281870503597122,1.7974,Lebanon,9.46969696969697,26.608622193154567,6019,1425.6,OH,Coal boiler,5.0,127148.10000000002
127,Keystone,COAL,2.281870503597122,1.3983,Dominion South Point,9.511677282377919,26.704415830393007,3136,1884,PA,Coal boiler,5.0,129032.10000000002
128,Greenville Electric Gen Station,GAS,1.7974,1.7974,Lebanon,11.016949152542374,26.801864406779664,55228,236,OH,Combustion turbine,7.0,129268.10000000002
129,Richland Peaking Station,GAS,1.7974,1.7974,Lebanon,11.1,26.951140000000002,2880,450,OH,Combustion turbine,7.0,129718.10000000002
130,Altavista Power Station,,2.0,1.74,Transco Zone 6 Non NY,11.082981715893109,27.165963431786217,10773,71.1,VA,Coal boiler,5.0,129789.20000000003
131,University Park Energy,GAS,1.98,1.98,Chicago City Gate,10.186757215619695,27.169779286926996,55250,353.4,IL,Combustion turbine,7.0,130142.60000000002
132,Bruce Mansfield,COAL,2.281870503597122,1.3983,Dominion South Point,9.722374229323995,27.185198978827223,6094,2741.1,PA,Coal boiler,5.0,132883.7
133,Dickerson,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,9.765273311897106,27.283089129982184,1572,933,MD,Coal boiler,5.0,133816.7
134,Rockford II Energy Center,GAS,1.98,1.98,Chicago City Gate,10.249404761904762,27.293821428571427,55936,168,IL,Combustion turbine,7.0,133984.7
135,Cheswick,COAL,2.281870503597122,1.3983,Dominion South Point,9.811616954474097,27.388839321007868,8226,637,PA,Coal boiler,5.0,134621.7
136,Southampton Power Station,,2.0,1.74,Transco Zone 6 Non NY,11.251758087201127,27.503516174402254,10774,71.1,VA,Coal boiler,5.0,134692.80000000002
137,H L Spurlock,COAL,2.281870503597122,1.7974,Lebanon,9.865340379235311,27.5114292193227,6041,1608.5,KY,Coal boiler,5.0,136301.30000000002
138,Herbert A Wagner,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,9.879074161549362,27.542767932087955,1554,1058.5,MD,Coal boiler,5.0,137359.80000000002
139,Virginia City Hybrid Energy Center,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,9.880239520958083,27.54542713134881,56808,668,VA,Coal boiler,5.0,138027.80000000002
140,Kincaid Generating Station,COAL,2.281870503597122,1.98,Chicago City Gate,9.886277482941622,27.559204978700887,876,1319,IL,Coal boiler,5.0,139346.80000000002
141,Rolling Hills Generating LLC,GAS,1.7974,1.7974,Lebanon,11.508951406649617,27.686189258312023,55401,977.5,OH,Combustion turbine,7.0,140324.30000000002
142,Yorktown Power Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,9.969769291964996,27.749722475003285,3809,1257,VA,Coal boiler,5.0,141581.30000000002
143,Ladysmith Combustion Turbine Sta,GAS,1.74,1.74,Transco Zone 6 Non NY,11.92717086834734,27.75327731092437,7839,892.5,VA,Combustion turbine,7.0,142473.80000000002
144,"Troy Energy, LLC",GAS,1.7974,1.7974,Lebanon,11.563953488372093,27.785050000000002,55348,688,OH,Combustion turbine,7.0,143161.80000000002
145,Remington Combustion Turbine Station,GAS,1.74,1.74,Transco Zone 6 Non NY,11.963146704464918,27.81587526576896,7838,705.5,VA,Combustion turbine,7.0,143867.30000000002
146,Elizabeth River Combustion Turbine Sta,GAS,1.74,1.74,Transco Zone 6 Non NY,11.983024691358024,27.85046296296296,52087,388.8,VA,Combustion turbine,7.0,144256.1
147,Waukegan,COAL,2.281870503597122,1.98,Chicago City Gate,10.042636930141029,27.915996989223963,883,914.7,IL,Coal boiler,5.0,145170.80000000002
148,"Pleasants Energy, LLC",GAS,1.8092,1.8092,Columbia Gas,11.563953488372093,27.92150465116279,55349,344,WV,Combustion turbine,7.0,145514.80000000002
149,Conemaugh,COAL,2.281870503597122,1.3983,Dominion South Point,10.066348195329088,27.970103025859565,3118,1884,PA,Coal boiler,5.0,147398.80000000002
150,Hopewell Power Station,,2.0,1.74,Transco Zone 6 Non NY,11.533052039381154,28.066104078762308,10771,71.1,VA,Coal boiler,5.0,147469.90000000002
151,Killen Station,COAL,2.281870503597122,1.7974,Lebanon,10.13491948353402,28.126573825808055,6031,689.3,OH,Coal boiler,5.0,148159.2
152,East Bend,COAL,2.281870503597122,1.7974,Lebanon,10.215025906735752,28.309366310060756,6018,772,KY,Coal boiler,5.0,148931.2
153,Darby Electric Generating Station,GAS,1.7974,1.7974,Lebanon,11.861702127659575,28.32022340425532,55247,564,OH,Combustion turbine,7.0,149495.2
154,Elwood Energy Facility,GAS,1.98,1.98,Chicago City Gate,10.795717592592593,28.375520833333336,55199,1728,IL,Combustion turbine,7.0,151223.2
155,Rockford Energy Center,GAS,1.98,1.98,Chicago City Gate,10.825316455696203,28.434126582278484,55238,316,IL,Combustion turbine,7.0,151539.2
156,Rockport,COAL,2.281870503597122,1.7974,Lebanon,10.307692307692308,28.520819037078027,6166,2600,IN,Coal boiler,5.0,154139.2
157,"Elgin Energy Center, LLC",GAS,1.98,1.98,Chicago City Gate,10.903703703703703,28.589333333333332,55438,540,IL,Combustion turbine,7.0,154679.2
158,Homer City,COAL,2.281870503597122,1.3983,Dominion South Point,10.359840954274354,28.639815495516107,3122,2012,PA,Coal boiler,5.0,156691.2
159,W H Sammis,COAL,2.281870503597122,1.7974,Lebanon,10.47242818362303,28.896724973248578,2866,2468.1,OH,Coal boiler,5.0,159159.30000000002
160,Tait Electric Generating Station,GAS,1.7974,1.7974,Lebanon,12.340425531914894,29.180680851063833,55248,376,OH,Combustion turbine,7.0,159535.30000000002
161,"Rocky Road Power, LLC",GAS,1.98,1.98,Chicago City Gate,11.273164861612514,29.32086642599278,55109,415.5,IL,Combustion turbine,7.0,159950.80000000002
162,J M Stuart,COAL,2.281870503597122,1.7974,Lebanon,10.684083863599282,29.379695826305177,2850,2451.6,OH,Coal boiler,5.0,162402.40000000002
163,Lincoln Generating Facility,GAS,1.98,1.98,Chicago City Gate,11.572254335260116,29.913063583815028,55222,692,IL,Combustion turbine,7.0,163094.40000000002
164,Fort Martin Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,10.984375,30.064921312949636,3943,1152,WV,Coal boiler,5.0,164246.40000000002
165,John S. Cooper,COAL,2.281870503597122,1.7974,Lebanon,11.043604651162791,30.200075706876355,1384,344,KY,Coal boiler,5.0,164590.40000000002
166,Ceredo Generating Station,GAS,1.8092,1.8092,Columbia Gas,12.878612716763005,30.299986127167628,55276,519,WV,Combustion turbine,7.0,165109.40000000002
167,Harrison Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,11.102826510721247,30.335212321370967,3944,2052,WV,Coal boiler,5.0,167161.40000000002
168,"Lee County Generating Station, LLC",GAS,1.98,1.98,Chicago City Gate,11.787819253438114,30.339882121807467,55236,814.4,IL,Combustion turbine,7.0,167975.80000000002
169,Mount Storm Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,11.187459099292045,30.52833292887374,3954,1680.9,WV,Coal boiler,5.0,169656.7
170,Anderson,GAS,1.7974,1.7974,Lebanon,13.181979845880262,30.693290574985184,7336,168.7,IN,Combustion turbine,7.0,169825.40000000002
171,Omega JV2 Hamilton,GAS,1.7974,1.7974,Lebanon,13.21875,30.75938125,7782,32,OH,Combustion turbine,7.0,169857.40000000002
172,Omega JV2 Bowling Green,GAS,1.7974,1.7974,Lebanon,13.21875,30.75938125,7783,32,OH,Combustion turbine,7.0,169889.40000000002
173,Northampton Generating Plant,COAL,2.281870503597122,1.3983,Dominion South Point,11.409395973154362,31.034764135000717,50888,134.1,PA,Coal boiler,5.0,170023.50000000003
174,Madison Generating Station,GAS,1.7974,1.7974,Lebanon,13.514450867052023,31.29087398843931,55110,692,OH,Combustion turbine,7.0,170715.50000000003
