,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
175,Richmond (IN),GAS,1.7974,1.7974,Lebanon,13.526570048309178,31.312657004830918,7335,82.8,IN,Combustion turbine,7.0,170798.30000000002
176,Crete Energy Park,GAS,1.98,1.98,Chicago City Gate,12.359550561797754,31.471910112359552,55253,356,IL,Combustion turbine,7.0,171154.30000000002
177,Brandon Shores,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,11.678832116788321,31.649582523762007,602,1370,MD,Coal boiler,5.0,172524.30000000002
178,Gilberton Power Company,COAL,2.281870503597122,1.3983,Dominion South Point,11.76470588235294,31.845535336436726,10113,88.4,PA,Coal boiler,5.0,172612.7
179,Powerton,COAL,2.281870503597122,1.98,Chicago City Gate,11.870519713261649,32.08698879605992,879,1785.6,IL,Coal boiler,5.0,174398.30000000002
180,C P Crane,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,12.025012025012025,32.43952024527563,1552,415.8,MD,Coal boiler,5.0,174814.1
181,Bay Shore,OIL,10.0,1.7974,Lebanon,3.269201863820833,32.69201863820833,2878,665.3,OH,Coal boiler,0.0,175479.4
182,Clover Power Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,12.14622641509434,32.71611578661599,7213,848,VA,Coal boiler,5.0,176327.4
183,Louisa Generation Facility,GAS,1.74,1.74,Transco Zone 6 Non NY,14.928304851699076,32.97525044195639,7837,509.1,VA,Combustion turbine,7.0,176836.5
184,Whitewater Valley,COAL,2.281870503597122,1.7974,Lebanon,12.289669861554845,33.04343515602852,1040,93.9,IN,Coal boiler,5.0,176930.4
185,Pleasants Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,12.320906432748538,33.11471296646893,6004,1368,WV,Coal boiler,5.0,178298.4
186,Frank M Tait Station,GAS,1.7974,1.7974,Lebanon,14.773473407747865,33.553841103086015,2847,304.6,OH,Combustion turbine,7.0,178603.0
187,Northeastern Power Company,COAL,2.281870503597122,1.3983,Dominion South Point,12.711864406779661,34.006828435556635,50039,59,PA,Coal boiler,5.0,178662.0
188,"Calumet Energy Team, LLC",GAS,1.98,1.98,Chicago City Gate,13.746803069053708,34.21867007672634,55296,312.8,IL,Combustion turbine,7.0,178974.8
189,St. Nicholas Cogeneration Project,COAL,2.281870503597122,1.3983,Dominion South Point,13.104838709677418,34.903544906010666,54634,99.2,PA,Coal boiler,5.0,179074.0
190,Mt. Carmel Cogeneration,COAL,2.281870503597122,1.3983,Dominion South Point,13.192389006342495,35.103323345551885,10343,47.3,PA,Coal boiler,5.0,179121.3
191,Cambria Cogen,COAL,2.281870503597122,1.3983,Dominion South Point,13.877551020408163,36.66677433563353,10641,98,PA,Coal boiler,5.0,179219.3
192,Woodsdale,GAS,1.7974,1.7974,Lebanon,17.0863938440014,37.71108429520812,7158,571.8,OH,Combustion turbine,7.0,179791.09999999998
193,Willow Island Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,14.357410881801126,37.76175239920633,3946,213.2,WV,,5.0,180004.3
194,Mecklenburg Power Station,COAL,2.281870503597122,1.74,Transco Zone 6 Non NY,14.506437768240342,38.1018124556149,52007,139.8,VA,Coal boiler,5.0,180144.09999999998
195,Ebensburg Power Company,COAL,2.281870503597122,1.3983,Dominion South Point,16.145833333333332,41.84270083932853,10603,57.6,PA,Coal boiler,5.0,180201.69999999998
196,Wheelabrator - Frackville,COAL,2.281870503597122,1.3983,Dominion South Point,16.166666666666668,41.890239808153474,50879,48,PA,Coal boiler,5.0,180249.69999999998
197,Scrubgrass Generating Plant,COAL,2.281870503597122,1.3983,Dominion South Point,16.631467793030623,42.9508557884421,50974,94.7,PA,Coal boiler,5.0,180344.4
198,"WPS Westwood Generation, LLC",COAL,2.281870503597122,1.3983,Dominion South Point,17.083333333333332,43.98195443645083,50611,36,PA,Coal boiler,5.0,180380.4
199,Rivesville Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,19.5077484047402,49.51415567637047,3945,109.7,WV,,5.0,180490.1
200,Albright Power Station,COAL,2.281870503597122,1.8092,Columbia Gas,21.765636232925953,54.666363311938504,3942,278.2,WV,,5.0,180768.30000000002
201,"Edgecombe Genco, LLC",COAL,2.281870503597122,1.8835,Transco Zone 5,26.13240418118467,64.6307622891234,10384,114.8,NC,Coal boiler,5.0,180883.1
202,Eddystone Generating Station,OIL,10.0,1.3983,Dominion South Point,7.1445690973992875,71.44569097399287,3161,1568.8,PA,Coal boiler,0.0,182451.9
203,Commonwealth Chesapeake,OIL,10.0,1.74,Transco Zone 6 Non NY,7.895652173913043,85.95652173913044,55381,402.5,VA,Combustion turbine,7.0,182854.4
204,"Martins Creek, LLC",OIL,10.0,1.3983,Dominion South Point,8.905123339658443,89.05123339658444,3148,2108,PA,Coal boiler,0.0,184962.4
205,West Lorain,OIL,10.0,1.7974,Lebanon,9.809215262778977,105.09215262778977,2869,555.6,OH,Combustion turbine,7.0,185518.0
206,Edge Moor,OIL,10.0,1.68,Transco Zone 6 NY,10.810924961283964,108.10924961283965,593,710.3,DE,Coal boiler,0.0,186228.3
207,Sherman Avenue,OIL,10.0,1.74,Transco Zone 6 Non NY,10.72695035460993,114.26950354609929,7288,112.8,NJ,Combustion turbine,7.0,186341.09999999998
208,Van Sant,OIL,10.0,1.68,Transco Zone 6 NY,12.121951219512196,128.21951219512198,7318,45.1,DE,Combustion turbine,7.0,186386.19999999998
209,Vienna,OIL,10.0,1.74,Transco Zone 6 Non NY,13.289036544850498,132.89036544850498,1564,180.6,MD,Coal boiler,0.0,186566.8
210,Delaware City Refinery,OTHF,,1.68,Transco Zone 6 NY,,,52193,325.2,DE,Coal boiler,0.0,186892.0
