,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
130,Killen Station,COAL,2.3274043715847013,2.3599,Lebanon,10.13491948353402,28.58805591163604,6031,689.3,OH,Coal boiler,5.0,145571.10000000003
131,Aurora,GAS,2.4471,2.4471,Chicago City Gate,8.831372549019608,28.611251764705884,55279,1275,IL,Combustion turbine,7.0,146846.10000000003
132,East Bend,COAL,2.3274043715847013,2.3599,Lebanon,10.215025906735752,28.774495951187767,6018,772,KY,Coal boiler,5.0,147618.10000000003
133,Riverside Generating Company,GAS,2.3599,2.3599,Lebanon,9.273913043478261,28.88550739130435,55198,1150,KY,Combustion turbine,7.0,148768.10000000003
134,Rockport,COAL,2.3274043715847013,2.3599,Lebanon,10.307692307692308,28.990168137873077,6166,2600,IN,Coal boiler,5.0,151368.10000000003
135,Homer City,COAL,2.3274043715847013,1.4,Dominion South Point,10.359840954274354,29.111539125900354,3122,2012,PA,Coal boiler,5.0,153380.10000000003
136,W H Sammis,COAL,2.3274043715847013,2.3599,Lebanon,10.47242818362303,29.373575135671075,2866,2468.1,OH,Coal boiler,5.0,155848.20000000004
137,Southeast Chicago Energy Project,GAS,2.4471,2.4471,Chicago City Gate,9.174852652259332,29.45178192534381,55281,407.2,IL,Combustion turbine,7.0,156255.40000000005
138,Big Sandy Peaker Plant,GAS,2.2114,2.2114,Columbia Gas,10.186757215619695,29.52699490662139,55284,353.4,WV,Combustion turbine,7.0,156608.80000000005
139,Eagle Point Power Generation,GAS,2.0578,2.0578,Transco Zone 6 Non NY,12.911040508339951,29.56833915806195,50561,251.8,NJ,Combined cycle,3.0,156860.60000000003
140,J M Stuart,COAL,2.3274043715847013,2.3599,Lebanon,10.684083863599282,29.866183490518534,2850,2451.6,OH,Coal boiler,5.0,159312.20000000004
141,Robert P Mone,GAS,2.3599,2.3599,Lebanon,9.829797979797979,30.19734025252525,7872,594,OH,Combustion turbine,7.0,159906.20000000004
142,Fort Martin Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,10.984375,30.565082394125703,3943,1152,WV,Coal boiler,5.0,161058.20000000004
143,John S. Cooper,COAL,2.3274043715847013,2.3599,Lebanon,11.043604651162791,30.70293374316942,1384,344,KY,Coal boiler,5.0,161402.20000000004
144,Harrison Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,11.102826510721247,30.840766957999143,3944,2052,WV,Coal boiler,5.0,163454.20000000004
145,Mount Storm Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,11.187459099292045,31.037741214617352,3954,1680.9,WV,Coal boiler,5.0,165135.10000000003
146,AMP-Ohio Gas Turbines Galion,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55263,49.5,OH,Combustion turbine,7.0,165184.60000000003
147,AMP-Ohio Gas Turbines Bowling Green,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55262,49.5,OH,Combustion turbine,7.0,165234.10000000003
148,AMP-Ohio Gas Turbines Napoleon,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55264,49.5,OH,Combustion turbine,7.0,165283.60000000003
149,Ladysmith Combustion Turbine Sta,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.92717086834734,31.543732212885153,7839,892.5,VA,Combustion turbine,7.0,166176.10000000003
150,Northampton Generating Plant,COAL,2.3274043715847013,1.4,Dominion South Point,11.409395973154362,31.55427806506035,50888,134.1,PA,Coal boiler,5.0,166310.20000000004
151,Remington Combustion Turbine Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.963146704464918,31.617763288447907,7838,705.5,VA,Combustion turbine,7.0,167015.70000000004
152,Elizabeth River Combustion Turbine Sta,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.983024691358024,31.658668209876538,52087,388.8,VA,Combustion turbine,7.0,167404.50000000003
153,University Park Energy,GAS,2.4471,2.4471,Chicago City Gate,10.186757215619695,31.928013582342953,55250,353.4,IL,Combustion turbine,7.0,167757.90000000002
154,Rockford II Energy Center,GAS,2.4471,2.4471,Chicago City Gate,10.249404761904762,32.08131839285714,55936,168,IL,Combustion turbine,7.0,167925.90000000002
155,Brandon Shores,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,11.678832116788321,32.181364923616954,602,1370,MD,Coal boiler,5.0,169295.90000000002
156,Gilberton Power Company,COAL,2.3274043715847013,1.4,Dominion South Point,11.76470588235294,32.38122790099648,10113,88.4,PA,Coal boiler,5.0,169384.30000000002
157,"Pleasants Energy, LLC",GAS,2.2114,2.2114,Columbia Gas,11.563953488372093,32.57252674418604,55349,344,WV,Combustion turbine,7.0,169728.30000000002
158,Powerton,COAL,2.3274043715847013,2.4471,Chicago City Gate,11.870519713261649,32.62749947362754,879,1785.6,IL,Coal boiler,5.0,171513.90000000002
159,Bay Shore,OIL,10.0,2.3599,Lebanon,3.269201863820833,32.69201863820833,2878,665.3,OH,Coal boiler,0.0,172179.2
160,NRG Energy Center Dover,GAS,2.9644,2.9644,Transco Zone 6 NY,10.042372881355933,32.76961016949153,10030,118,DE,Combined cycle,3.0,172297.2
161,C P Crane,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,12.025012025012025,32.987065555371586,1552,415.8,MD,Coal boiler,5.0,172713.0
162,Greenville Electric Gen Station,GAS,2.3599,2.3599,Lebanon,11.016949152542374,32.99889830508475,55228,236,OH,Combustion turbine,7.0,172949.0
