,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
17,Liberty Electric Power Plant,GAS,1.4,1.4,Dominion South Point,7.312703583061889,13.237785016286644,55231,614,PA,Combined cycle,3.0,50984.299999999996
18,"Lower Mount Bethel Energy, LLC",GAS,1.4,1.4,Dominion South Point,7.366482504604051,13.31307550644567,55667,651.6,PA,Combined cycle,3.0,51635.899999999994
19,Hunlock Creek Energy Center,GAS,1.4,1.4,Dominion South Point,7.402330363262508,13.36326250856751,3176,145.9,PA,Combined cycle,3.0,51781.799999999996
20,Sewaren Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,5.11912176891934,13.534128776082216,2411,1284.4,NJ,Coal boiler,3.0,53066.2
21,"Allegheny Energy Units 3, 4 & 5",GAS,1.4,1.4,Dominion South Point,7.580935251798561,13.613309352517984,55710,556,PA,Combined cycle,3.0,53622.2
22,Helix Ironwood LLC,GAS,1.4,1.4,Dominion South Point,7.716049382716049,13.802469135802468,55337,777.6,PA,Combined cycle,3.0,54399.799999999996
23,Kearny Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,3.3606844799775577,13.915616522897817,2404,1425.9,NJ,Combustion turbine,7.0,55825.7
24,Clinch River,GAS,2.0578,2.0578,Transco Zone 6 Non NY,5.389473684210526,14.09045894736842,3775,712.5,VA,Coal boiler,3.0,56538.2
25,"Marcus Hook Energy, LP",GAS,1.4,1.4,Dominion South Point,8.188015787585217,14.463222102619303,55801,836.1,PA,Combined cycle,3.0,57374.299999999996
26,Hunterstown Combined Cycle,GAS,1.4,1.4,Dominion South Point,8.201559020044543,14.48218262806236,55976,898,PA,Combined cycle,3.0,58272.299999999996
27,"Dynegy Fayette II, LLC",GAS,1.4,1.4,Dominion South Point,8.383791336748951,14.73730787144853,55516,644.1,PA,Combined cycle,3.0,58916.399999999994
28,B L England,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,4.188416604523987,14.748139115387078,2378,804.6,NJ,Coal boiler,5.0,59720.99999999999
29,Bethlehem Power Plant,GAS,1.4,1.4,Dominion South Point,8.794449262792714,15.3122289679098,55690,1153,PA,Combined cycle,3.0,60873.99999999999
30,Hamilton Municipal Power Plant,GAS,2.3599,2.3599,Lebanon,5.278783490224475,15.457401158580739,2917,138.1,OH,Coal boiler,3.0,61012.09999999999
31,Hazleton Generation,GAS,1.4,1.4,Dominion South Point,6.209912536443149,15.693877551020407,10870,171.5,PA,Combustion turbine,7.0,61183.59999999999
32,New Castle,GAS,1.4,1.4,Dominion South Point,9.229500471253536,15.92130065975495,3138,424.4,PA,Coal boiler,3.0,61607.99999999999
33,Howard M Down,GAS,2.0578,2.0578,Transco Zone 6 Non NY,4.397981254506129,16.05016582552271,2434,138.7,NJ,Combustion turbine,7.0,61746.69999999999
34,North Jersey Energy Associates,GAS,2.0578,2.0578,Transco Zone 6 Non NY,6.508600650860065,16.39339841933984,10308,430.2,NJ,Combined cycle,3.0,62176.89999999999
35,Grays Ferry Cogen Partnership,GAS,1.4,1.4,Dominion South Point,9.766355140186915,16.67289719626168,54785,192.6,PA,Combined cycle,3.0,62369.499999999985
36,Cromby,COAL,2.3274043715847013,1.4,Dominion South Point,5.031413612565445,16.71013403713559,3159,420.2,PA,,5.0,62789.69999999998
37,Newark Energy Center,GAS,2.0578,2.0578,Transco Zone 6 Non NY,6.887074829931973,17.172222585034014,58079,735,NJ,Combined cycle,3.0,63524.69999999998
38,Cumberland Energy Center,GAS,2.0578,2.0578,Transco Zone 6 Non NY,4.974048442906574,17.23559688581315,5083,231.2,NJ,Combustion turbine,7.0,63755.89999999998
39,Hudson Generating Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,5.367599219258296,17.492573887816388,2403,1229.6,NJ,Coal boiler,5.0,64985.49999999998
40,Woodbridge Energy Center,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.061635220125786,17.531432955974843,57839,795,NJ,Combined cycle,3.0,65780.49999999997
41,Warren County Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.124032060861296,17.659833174840372,55939,1472.2,VA,Combined cycle,3.0,67252.69999999997
42,West Deptford Energy Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.156109196925523,17.72584150543334,56963,754.6,NJ,Combined cycle,3.0,68007.29999999997
43,Shawville,GAS,1.4,1.4,Dominion South Point,10.55379746835443,17.7753164556962,3131,632,PA,Coal boiler,3.0,68639.29999999997
44,Linden Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.2125583368689,17.84200254560882,2406,2121.3,NJ,Combined cycle,3.0,70760.59999999998
45,Brunswick County Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.437848118462165,18.305603858171445,58260,1472.2,VA,Combined cycle,3.0,72232.79999999997
46,Bellemeade Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.533333333333333,18.502093333333335,50966,330,VA,Combined cycle,3.0,72562.79999999997
47,PEI Power Corporation,,2.0,1.4,Dominion South Point,5.81270182992465,18.625403659849297,50279,92.9,PA,Combustion turbine,7.0,72655.69999999997
48,Dresden Energy Facility,GAS,2.3599,2.3599,Lebanon,6.6342326404245915,18.656125608137994,55350,678.3,OH,Combined cycle,3.0,73333.99999999997
49,Bergen,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.7215724954206,18.88945188107651,2398,1419.4,NJ,Combined cycle,3.0,74753.39999999997
50,Perryman,GAS,2.0578,2.0578,Transco Zone 6 Non NY,5.804913824715805,18.94535166850018,1556,545.4,MD,Combustion turbine,7.0,75298.79999999996
51,Brandywine Power Facility,GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.7908587257617725,19.032029085872573,54832,288.8,MD,Combined cycle,3.0,75587.59999999996
52,Handsome Lake Energy,GAS,1.4,1.4,Dominion South Point,8.828522920203735,19.359932088285227,55233,294.5,PA,Combustion turbine,7.0,75882.09999999996
53,"Red Oak Power, LLC",GAS,2.0578,2.0578,Transco Zone 6 Non NY,7.964925100474972,19.3902228717574,55239,821.1,NJ,Combined cycle,3.0,76703.19999999997
54,Tenaska Virginia Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,8.085826022619173,19.639012789345735,55439,946.1,VA,Combined cycle,3.0,77649.29999999997
55,Indian River,COAL,2.3274043715847013,2.9644,Transco Zone 6 NY,6.331302076856113,19.735500131498213,594,804.1,DE,Coal boiler,5.0,78453.39999999998
56,Possum Point Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,8.214611652817139,19.90402785916711,3804,2081.9,VA,Combined cycle,3.0,80535.29999999997
57,Cordova Energy Company,GAS,2.4471,2.4471,Chicago City Gate,7.042539267015706,20.233797840314132,55188,611.2,IL,Combined cycle,3.0,81146.49999999997
58,Lawrenceburg Energy Facility,GAS,2.3599,2.3599,Lebanon,7.305194805194805,20.23952922077922,55502,1232,IN,Combined cycle,3.0,82378.49999999997
59,Bear Garden Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,8.389982110912344,20.26490518783542,56807,559,VA,Combined cycle,3.0,82937.49999999997
60,"Dynegy Washington II, LLC",GAS,2.3599,2.3599,Lebanon,7.343684431389006,20.330360889634917,55397,714.9,OH,Combined cycle,3.0,83652.39999999997
61,Hay Road,GAS,2.9644,2.9644,Transco Zone 6 NY,5.870913663034367,20.403736462699076,7153,1193,DE,Combined cycle,3.0,84845.39999999997
62,"Camden Plant Holding, LLC",GAS,2.0578,2.0578,Transco Zone 6 Non NY,8.719745222929935,20.94349171974522,10751,157,NJ,Combined cycle,3.0,85002.39999999997
63,Ocean Peaking Power,GAS,2.0578,2.0578,Transco Zone 6 Non NY,6.819843342036553,21.03387362924282,55938,574.5,NJ,Combustion turbine,7.0,85576.89999999997
64,Waterford Plant,GAS,2.3599,2.3599,Lebanon,7.819010416666666,21.452082682291667,55503,921.6,OH,Combined cycle,3.0,86498.49999999997
65,Fremont Energy Center,GAS,2.3599,2.3599,Lebanon,7.870182555780933,21.572843813387426,55701,739.5,OH,Combined cycle,3.0,87237.99999999997
66,Garrison Energy Center,GAS,2.9644,2.9644,Transco Zone 6 NY,6.293628808864266,21.65683324099723,57349,361,DE,Combined cycle,3.0,87598.99999999997
67,"Bayonne Plant Holding, LLC",GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.08141962421712,21.687745302713985,50497,191.6,NJ,Combined cycle,3.0,87790.59999999998
68,Gilbert Generating Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.161184210526315,21.85188486842105,2393,608,NJ,Combined cycle,3.0,88398.59999999998
69,Newark Bay Cogen,GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.20863309352518,21.949525179856114,50385,139,NJ,Combined cycle,3.0,88537.59999999998
70,Zion Energy Center,GAS,2.4471,2.4471,Chicago City Gate,6.184012066365008,22.13289592760181,55392,994.5,IL,Combustion turbine,7.0,89532.09999999998
71,Conesville,COAL,2.3274043715847013,2.3599,Lebanon,7.4222917049843655,22.274674161357478,2840,2174.8,OH,Coal boiler,5.0,91706.89999999998
72,Kendall Energy Facility,GAS,2.4471,2.4471,Chicago City Gate,7.961783439490445,22.483280254777068,55131,1256,IL,Combined cycle,3.0,92962.89999999998
73,Nelson Energy Center,GAS,2.4471,2.4471,Chicago City Gate,8.019123505976095,22.623597131474103,55183,627.5,IL,Combined cycle,3.0,93590.39999999998
74,Allegheny Energy Units 1 & 2,GAS,1.4,1.4,Dominion South Point,11.187214611872147,22.662100456621005,55196,87.6,PA,Combustion turbine,7.0,93677.99999999999
75,"Armstrong Power, LLC",GAS,1.4,1.4,Dominion South Point,11.19767441860465,22.67674418604651,55347,688,PA,Combustion turbine,7.0,94365.99999999999
76,Hunlock Unit 4,GAS,1.4,1.4,Dominion South Point,11.363636363636363,22.909090909090907,56397,44,PA,Combustion turbine,7.0,94409.99999999999
77,Allegheny Energy Units 8 & 9,GAS,1.4,1.4,Dominion South Point,11.426940639269407,22.997716894977167,55377,87.6,PA,Combustion turbine,7.0,94497.59999999999
78,"EFS Parlin Holdings, LLC",GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.718518518518518,22.998767407407406,50799,135,NJ,Combined cycle,3.0,94632.59999999999
79,"Dynegy Hanging Rock II, LLC",GAS,2.3599,2.3599,Lebanon,8.539046731873933,23.151296382549294,55736,1288.2,OH,Combined cycle,3.0,95920.79999999999
80,Pedricktown Cogeneration Plant,GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.851301115241636,23.272007434944236,10099,134.5,NJ,Combined cycle,3.0,96055.29999999999
81,Chambersburg Units 12 & 13,GAS,1.4,1.4,Dominion South Point,11.643835616438357,23.3013698630137,55654,87.6,PA,Combustion turbine,7.0,96142.9
82,Seward,COAL,2.3274043715847013,1.4,Dominion South Point,7.918326693227091,23.429148161452563,3130,803.2,PA,Coal boiler,5.0,96946.09999999999
83,Joliet 9,GAS,2.4471,2.4471,Chicago City Gate,8.351063829787234,23.43588829787234,874,507.6,IL,Coal boiler,3.0,97453.7
84,Lakewood,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.050675675675675,23.682280405405404,54640,236.8,NJ,Combined cycle,3.0,97690.5
85,Gordonsville Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.053262316910786,23.687603195739012,54844,300.4,VA,Combined cycle,3.0,97990.9
86,Clayville,GAS,2.0578,2.0578,Transco Zone 6 Non NY,8.219178082191782,23.913424657534247,58235,73,NJ,Combustion turbine,7.0,98063.9
87,"Montour, LLC",COAL,2.3274043715847013,1.4,Dominion South Point,8.319531294011606,24.362913503218337,3149,1775.1,PA,Coal boiler,5.0,99839.0
88,Bremo Power Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.405192761605036,24.411805664830844,3796,254.2,VA,Coal boiler,3.0,100093.2
89,Morgantown,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,8.352713178294573,24.440141165755936,1573,1548,MD,Coal boiler,5.0,101641.2
90,Gould Street,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.483091787439614,24.572106280193236,1553,103.5,MD,Coal boiler,3.0,101744.7
91,Miami Fort Power Station,COAL,2.3274043715847013,2.3599,Lebanon,8.472991689750693,24.720077899126608,2832,1444,OH,Coal boiler,5.0,103188.7
92,Smith Generating Facility,GAS,2.3599,2.3599,Lebanon,7.566430203198268,24.856018636527594,54,1663.4,KY,Combustion turbine,7.0,104852.09999999999
93,Mitchell (WV),COAL,2.3274043715847013,2.2114,Columbia Gas,8.599779492833518,25.015164386285196,3948,1632.6,WV,Coal boiler,5.0,106484.7
94,Avon Lake Power Plant,COAL,2.3274043715847013,2.3599,Lebanon,8.695402298850574,25.237717323032488,2836,870,OH,Coal boiler,5.0,107354.7
95,Mercer Generating Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,8.723958333333334,25.304178762522785,2408,768,NJ,Coal boiler,5.0,108122.7
96,Cardinal,COAL,2.3274043715847013,2.3599,Lebanon,8.788023824718145,25.453285067239516,2828,1880.4,OH,Coal boiler,5.0,110003.09999999999
97,"Brunner Island, LLC",COAL,2.3274043715847013,1.4,Dominion South Point,8.807412880187169,25.49841123969902,3140,1624.2,PA,Coal boiler,5.0,111627.29999999999
98,John E Amos,COAL,2.3274043715847013,2.2114,Columbia Gas,8.845393166473437,25.58680672403572,3935,2932.6,WV,Coal boiler,5.0,114559.9
99,Will County,COAL,2.3274043715847013,2.4471,Chicago City Gate,8.877679697351828,25.661950537145394,884,1268.8,IL,Coal boiler,5.0,115828.7
100,Kanawha River,COAL,2.3274043715847013,2.2114,Columbia Gas,8.879781420765028,25.666842097405134,3936,439.2,WV,Coal boiler,5.0,116267.9
101,Longview Power,COAL,2.3274043715847013,2.2114,Columbia Gas,8.91640866873065,25.752088514439443,56671,807.5,WV,Coal boiler,5.0,117075.4
102,Wolf Hills Energy,GAS,2.0578,2.0578,Transco Zone 6 Non NY,9.12280701754386,25.772912280701753,55285,285,VA,Combustion turbine,7.0,117360.4
103,William C. Dale,COAL,2.3274043715847013,2.3599,Lebanon,8.930555555555555,25.78501404068004,1385,216,KY,Coal boiler,5.0,117576.4
104,Chalk Point,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.176803928976199,25.99962712504722,1571,2647,MD,Coal boiler,3.0,120223.4
105,Rosemary Power Station,GAS,2.475,2.475,Transco Zone 5,9.316666666666666,26.05875,50555,180,NC,Combined cycle,3.0,120403.4
106,Chesterfield Power Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,9.06196165601556,26.090849173343553,3797,1799.5,VA,Coal boiler,5.0,122202.9
107,McKee Run,GAS,2.9644,2.9644,Transco Zone 6 NY,7.804232804232805,26.134867724867725,599,151.2,DE,Coal boiler,3.0,122354.09999999999
108,Gen J M Gavin,COAL,2.3274043715847013,2.3599,Lebanon,9.181538461538462,26.36915275325769,8102,2600,OH,Coal boiler,5.0,124954.09999999999
109,Mountaineer (1301),COAL,2.3274043715847013,2.2114,Columbia Gas,9.2,26.41212021857925,6264,1300,WV,Coal boiler,5.0,126254.09999999999
110,W H Zimmer Generating Station,COAL,2.3274043715847013,2.3599,Lebanon,9.46969696969697,27.039814124855127,6019,1425.6,OH,Coal boiler,5.0,127679.7
111,Keystone,COAL,2.3274043715847013,1.4,Dominion South Point,9.511677282377919,27.13751928810926,3136,1884,PA,Coal boiler,5.0,129563.7
112,Altavista Power Station,,2.0,2.0578,Transco Zone 6 Non NY,11.082981715893109,27.165963431786217,10773,71.1,VA,Coal boiler,5.0,129634.8
113,Southampton Power Station,,2.0,2.0578,Transco Zone 6 Non NY,11.251758087201127,27.503516174402254,10774,71.1,VA,Coal boiler,5.0,129705.90000000001
114,"LSP University Park, LLC",GAS,2.4471,2.4471,Chicago City Gate,8.388567493112948,27.527663512396693,55640,726,IL,Combustion turbine,7.0,130431.90000000001
115,Bruce Mansfield,COAL,2.3274043715847013,1.4,Dominion South Point,9.722374229323995,27.627896283511106,6094,2741.1,PA,Coal boiler,5.0,133173.0
116,Dickerson,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,9.765273311897106,27.72773979582874,1572,933,MD,Coal boiler,5.0,134106.0
117,Cheswick,COAL,2.3274043715847013,1.4,Dominion South Point,9.811616954474097,27.835600192157585,8226,637,PA,Coal boiler,5.0,134743.0
118,Joliet 29,GAS,2.4471,2.4471,Chicago City Gate,10.16969696969697,27.886265454545452,384,1320,IL,Coal boiler,3.0,136063.0
119,Marsh Run Generation Facility,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.15801354401806,27.90316027088036,7836,708.8,VA,Combustion turbine,7.0,136771.8
120,H L Spurlock,COAL,2.3274043715847013,2.3599,Lebanon,9.865340379235311,27.96063632580334,6041,1608.5,KY,Coal boiler,5.0,138380.3
121,Herbert A Wagner,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,9.879074161549362,27.992600390799453,1554,1058.5,MD,Coal boiler,5.0,139438.8
122,Virginia City Hybrid Energy Center,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,9.880239520958083,27.995312653381777,56808,668,VA,Coal boiler,5.0,140106.8
123,Buchanan Units 1 & 2,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.204545454545455,27.998913636363636,55738,88,VA,Combustion turbine,7.0,140194.8
124,Kincaid Generating Station,COAL,2.3274043715847013,2.4471,Chicago City Gate,9.886277482941622,28.009365432497727,876,1319,IL,Coal boiler,5.0,141513.8
125,Hopewell Power Station,,2.0,2.0578,Transco Zone 6 Non NY,11.533052039381154,28.066104078762308,10771,71.1,VA,Coal boiler,5.0,141584.9
126,Yorktown Power Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,9.969769291964996,28.203684633810244,3809,1257,VA,Coal boiler,5.0,142841.9
127,Rock Springs Generating Facility,GAS,2.0578,2.0578,Transco Zone 6 Non NY,10.341261633919338,28.280248190279213,7835,773.6,MD,Combustion turbine,7.0,143615.5
128,Waukegan,COAL,2.3274043715847013,2.4471,Chicago City Gate,10.042636930141029,28.373277093448195,883,914.7,IL,Coal boiler,5.0,144530.2
129,Conemaugh,COAL,2.3274043715847013,1.4,Dominion South Point,10.066348195329088,28.428462795702686,3118,1884,PA,Coal boiler,5.0,146414.2
130,Killen Station,COAL,2.3274043715847013,2.3599,Lebanon,10.13491948353402,28.58805591163604,6031,689.3,OH,Coal boiler,5.0,147103.5
131,Aurora,GAS,2.4471,2.4471,Chicago City Gate,8.831372549019608,28.611251764705884,55279,1275,IL,Combustion turbine,7.0,148378.5
132,East Bend,COAL,2.3274043715847013,2.3599,Lebanon,10.215025906735752,28.774495951187767,6018,772,KY,Coal boiler,5.0,149150.5
133,Riverside Generating Company,GAS,2.3599,2.3599,Lebanon,9.273913043478261,28.88550739130435,55198,1150,KY,Combustion turbine,7.0,150300.5
134,Rockport,COAL,2.3274043715847013,2.3599,Lebanon,10.307692307692308,28.990168137873077,6166,2600,IN,Coal boiler,5.0,152900.5
135,Homer City,COAL,2.3274043715847013,1.4,Dominion South Point,10.359840954274354,29.111539125900354,3122,2012,PA,Coal boiler,5.0,154912.5
136,W H Sammis,COAL,2.3274043715847013,2.3599,Lebanon,10.47242818362303,29.373575135671075,2866,2468.1,OH,Coal boiler,5.0,157380.6
137,Southeast Chicago Energy Project,GAS,2.4471,2.4471,Chicago City Gate,9.174852652259332,29.45178192534381,55281,407.2,IL,Combustion turbine,7.0,157787.80000000002
138,Big Sandy Peaker Plant,GAS,2.2114,2.2114,Columbia Gas,10.186757215619695,29.52699490662139,55284,353.4,WV,Combustion turbine,7.0,158141.2
139,Eagle Point Power Generation,GAS,2.0578,2.0578,Transco Zone 6 Non NY,12.911040508339951,29.56833915806195,50561,251.8,NJ,Combined cycle,3.0,158393.0
140,J M Stuart,COAL,2.3274043715847013,2.3599,Lebanon,10.684083863599282,29.866183490518534,2850,2451.6,OH,Coal boiler,5.0,160844.6
141,Robert P Mone,GAS,2.3599,2.3599,Lebanon,9.829797979797979,30.19734025252525,7872,594,OH,Combustion turbine,7.0,161438.6
142,Fort Martin Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,10.984375,30.565082394125703,3943,1152,WV,Coal boiler,5.0,162590.6
143,John S. Cooper,COAL,2.3274043715847013,2.3599,Lebanon,11.043604651162791,30.70293374316942,1384,344,KY,Coal boiler,5.0,162934.6
144,Harrison Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,11.102826510721247,30.840766957999143,3944,2052,WV,Coal boiler,5.0,164986.6
145,Mount Storm Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,11.187459099292045,31.037741214617352,3954,1680.9,WV,Coal boiler,5.0,166667.5
146,AMP-Ohio Gas Turbines Galion,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55263,49.5,OH,Combustion turbine,7.0,166717.0
147,AMP-Ohio Gas Turbines Bowling Green,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55262,49.5,OH,Combustion turbine,7.0,166766.5
148,AMP-Ohio Gas Turbines Napoleon,GAS,2.3599,2.3599,Lebanon,10.242424242424242,31.171096969696972,55264,49.5,OH,Combustion turbine,7.0,166816.0
149,Ladysmith Combustion Turbine Sta,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.92717086834734,31.543732212885153,7839,892.5,VA,Combustion turbine,7.0,167708.5
150,Northampton Generating Plant,COAL,2.3274043715847013,1.4,Dominion South Point,11.409395973154362,31.55427806506035,50888,134.1,PA,Coal boiler,5.0,167842.6
151,Remington Combustion Turbine Station,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.963146704464918,31.617763288447907,7838,705.5,VA,Combustion turbine,7.0,168548.1
152,Elizabeth River Combustion Turbine Sta,GAS,2.0578,2.0578,Transco Zone 6 Non NY,11.983024691358024,31.658668209876538,52087,388.8,VA,Combustion turbine,7.0,168936.9
153,University Park Energy,GAS,2.4471,2.4471,Chicago City Gate,10.186757215619695,31.928013582342953,55250,353.4,IL,Combustion turbine,7.0,169290.3
154,Rockford II Energy Center,GAS,2.4471,2.4471,Chicago City Gate,10.249404761904762,32.08131839285714,55936,168,IL,Combustion turbine,7.0,169458.3
155,Brandon Shores,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,11.678832116788321,32.181364923616954,602,1370,MD,Coal boiler,5.0,170828.3
156,Gilberton Power Company,COAL,2.3274043715847013,1.4,Dominion South Point,11.76470588235294,32.38122790099648,10113,88.4,PA,Coal boiler,5.0,170916.69999999998
157,"Pleasants Energy, LLC",GAS,2.2114,2.2114,Columbia Gas,11.563953488372093,32.57252674418604,55349,344,WV,Combustion turbine,7.0,171260.69999999998
158,Powerton,COAL,2.3274043715847013,2.4471,Chicago City Gate,11.870519713261649,32.62749947362754,879,1785.6,IL,Coal boiler,5.0,173046.3
159,Bay Shore,OIL,10.0,2.3599,Lebanon,3.269201863820833,32.69201863820833,2878,665.3,OH,Coal boiler,0.0,173711.59999999998
160,NRG Energy Center Dover,GAS,2.9644,2.9644,Transco Zone 6 NY,10.042372881355933,32.76961016949153,10030,118,DE,Combined cycle,3.0,173829.59999999998
161,C P Crane,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,12.025012025012025,32.987065555371586,1552,415.8,MD,Coal boiler,5.0,174245.39999999997
162,Greenville Electric Gen Station,GAS,2.3599,2.3599,Lebanon,11.016949152542374,32.99889830508475,55228,236,OH,Combustion turbine,7.0,174481.39999999997
163,Richland Peaking Station,GAS,2.3599,2.3599,Lebanon,11.1,33.19489,2880,450,OH,Combustion turbine,7.0,174931.39999999997
164,Clover Power Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,12.14622641509434,33.269180456748146,7213,848,VA,Coal boiler,5.0,175779.39999999997
165,Elwood Energy Facility,GAS,2.4471,2.4471,Chicago City Gate,10.795717592592593,33.41820052083334,55199,1728,IL,Combustion turbine,7.0,177507.39999999997
166,Rockford Energy Center,GAS,2.4471,2.4471,Chicago City Gate,10.825316455696203,33.49063189873418,55238,316,IL,Combustion turbine,7.0,177823.39999999997
167,Whitewater Valley,COAL,2.3274043715847013,2.3599,Lebanon,12.289669861554845,33.6030313611155,1040,93.9,IN,Coal boiler,5.0,177917.29999999996
168,Pleasants Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,12.320906432748538,33.675731493465015,6004,1368,WV,Coal boiler,5.0,179285.29999999996
169,"Elgin Energy Center, LLC",GAS,2.4471,2.4471,Chicago City Gate,10.903703703703703,33.68245333333333,55438,540,IL,Combustion turbine,7.0,179825.29999999996
170,Rolling Hills Generating LLC,GAS,2.3599,2.3599,Lebanon,11.508951406649617,34.15997442455243,55401,977.5,OH,Combustion turbine,7.0,180802.79999999996
171,"Troy Energy, LLC",GAS,2.3599,2.3599,Lebanon,11.563953488372093,34.2897738372093,55348,688,OH,Combustion turbine,7.0,181490.79999999996
172,Northeastern Power Company,COAL,2.3274043715847013,1.4,Dominion South Point,12.711864406779661,34.58564879133095,50039,59,PA,Coal boiler,5.0,181549.79999999996
173,"Rocky Road Power, LLC",GAS,2.4471,2.4471,Chicago City Gate,11.273164861612514,34.58656173285198,55109,415.5,IL,Combustion turbine,7.0,181965.29999999996
