State,Facility Name,Facility ID (ORISPL),County,FIPS Code,Source Category,Max Hourly HI Rate (MMBtu/hr),SO2 (tons),NOx (tons),CO2 (tons),Gross Load (MW-h),Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Balancing Authority Code,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant capacity factor,Plant nameplate capacity (MW),Heat rate (MMBtu/MWh),SO2 emissions rate (tons/MWh),NOx emissions rate (tons/MWh),CO2 emissions rate (tons/MWh),Average NOx emissions rate by fuel,Average SO2 emissions rate by fuel,Average CO2 emissions rate by fuel
PA,Bethlehem Power Plant,55690,Northampton County,95.0,Electric Utility,10140.0,16.808,115.86800000000001,2096989.1686491452,4906013.34,PA,Bethlehem Power Plant,55690,PJM,NG,GAS,0.529,1153,8.794449262792714,3.425999652907589e-06,2.361754686953216e-05,0.4274324228904655,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,"Brunner Island, LLC",3140,York County,133.0,Electric Utility,14305.0,1550.917,2585.4809999999998,2444880.48674277,3996580.1100000003,PA,"Brunner Island, LLC",3140,PJM,RC,COAL,0.22963,1624.2,8.807412880187169,0.00038806103151026286,0.0006469233516752901,0.6117431452519463,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Handsome Lake Energy,55233,Venango County,121.0,Electric Utility,2600.0,0.6519999999999999,164.43700000000004,109114.39743,176610.89,PA,Handsome Lake Energy,55233,PJM,NG,GAS,0.0614,294.5,8.828522920203735,3.6917315800854626e-06,0.0009310694261265544,0.6178237221385385,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Aurora,55279,DuPage County,43.0,Electric Utility,11260.0,1.2770000000000001,118.02499999999999,229447.290417135,410464.77,IL,Aurora,55279,PJM,NG,GAS,0.03421,1275,8.831372549019608,3.1111074404753422e-06,0.000287539902632813,0.5589938703317583,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,John E Amos,3935,Putnam County,79.0,Electric Utility,25940.0,5717.18,6238.572,13350010.912289219,15044408.86,WV,John E Amos,3935,PJM,BIT,COAL,0.55708,2932.6,8.845393166473437,0.0003800202489312033,0.0004146771108160378,0.8873735775543938,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IL,Will County,884,Will County,197.0,Electric Utility,11264.0,424.517,203.864,442602.18052125,454018.0,IL,Will County,884,PJM,SUB,COAL,0.19008,1268.8,8.877679697351828,0.0009350223999929518,0.0004490218449488787,0.9748560200724421,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
WV,Kanawha River,3936,Kanawha County,39.0,Electric Utility,3900.0,0.0,0.0,0.0,0.0,WV,Kanawha River,3936,PJM,BIT,COAL,0,439.2,8.879781420765028,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,"Martins Creek, LLC",3148,Northampton County,95.0,Electric Utility,18772.0,47.263000000000005,1096.1009999999999,731258.43764196,1258203.56,PA,"Martins Creek, LLC",3148,PJM,RFO,OIL,0.23908,2108,8.905123339658443,3.756387400461655e-05,0.000871163486455244,0.5811924722593854,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
WV,Longview Power,56671,Monongalia County,61.0,Electric Utility,7200.0,1939.904,1327.8729999999998,4151040.7296588453,5224077.8,WV,Longview Power,56671,PJM,BIT,COAL,0.74691,807.5,8.91640866873065,0.0003713390332739685,0.0002541832359387909,0.7945978005264097,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Chesterfield Power Station,3797,Chesterfield County,41.0,Electric Utility,16307.0,1355.138,1705.71,3916406.91381837,5154225.15,VA,Chesterfield Power Station,3797,PJM,BIT,COAL,0.55114,1799.5,9.06196165601556,0.0002629178898015349,0.000330934320942499,0.7598439726325051,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NJ,"Bayonne Plant Holding, LLC",50497,Hudson County,17.0,Cogeneration,1740.0,0.108,7.377000000000001,19388.555586330003,27862.99,NJ,"Bayonne Plant Holding, LLC",50497,PJM,NG,GAS,0.22482,191.6,9.08141962421712,3.876109491479558e-06,0.00026475981220967315,0.695853373465303,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Wolf Hills Energy,55285,Washington County,191.0,Electric Utility,2600.0,0.384,62.038000000000004,68812.06877550001,110651.52,VA,Wolf Hills Energy,55285,PJM,NG,GAS,0.04033,285,9.12280701754386,3.4703544967118392e-06,0.0005606610736120028,0.6218809174559916,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
NJ,Gilbert Generating Station,2393,Hunterdon County,19.0,Electric Utility,5570.0,0.133,3.87,11507.055683490002,16082.25,NJ,Gilbert Generating Station,2393,PJM,NG,GAS,0.01041,608,9.161184210526315,8.269987097576522e-06,0.0002406379704332416,0.7155127972447887,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Southeast Chicago Energy Project,55281,Cook County,31.0,Electric Utility,3736.0,0.219,48.3,37170.1817235,56855.83,IL,Southeast Chicago Energy Project,55281,PJM,NG,GAS,0.01115,407.2,9.174852652259332,3.851847734876089e-06,0.0008495171031713018,0.6537620103954158,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,Gen J M Gavin,8102,Gallia County,53.0,Electric Utility,23872.0,25425.162,7822.956,14027781.363993105,17001679.34,OH,Gen J M Gavin,8102,PJM,RC,COAL,0.61271,2600,9.181538461538462,0.0014954500371138044,0.00046012842870144383,0.8250821041536656,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
WV,Mountaineer (1301),6264,Mason County,53.0,Electric Utility,11960.0,4110.345,3277.4309999999996,6703753.131840225,7717729.97,WV,Mountaineer (1301),6264,PJM,BIT,COAL,0.68576,1300,9.2,0.0005325847128595509,0.00042466256434727266,0.868617217484771,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NJ,Newark Bay Cogen,50385,Essex County,13.0,Cogeneration,1280.0,0.138,7.539,24795.55418022,52477.509999999995,NJ,Newark Bay Cogen,50385,PJM,NG,GAS,0.30154,139,9.20863309352518,2.629697941079903e-06,0.000143661541868126,0.472498679533766,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,New Castle,3138,Lawrence County,73.0,Electric Utility,3917.0,2.041,254.9,366719.67333468003,654171.3700000001,PA,New Castle,3138,PJM,NG,GAS,0.22443,424.4,9.229500471253536,3.1199775679574596e-06,0.0003896532494230066,0.5605865529313518,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
KY,Riverside Generating Company,55198,Lawrence County,127.0,Electric Utility,10665.0,1.411,133.52100000000002,253417.819714065,434231.69,KY,Riverside Generating Company,55198,PJM,NG,GAS,0.05195,1150,9.273913043478261,3.2494173790033612e-06,0.0003074879219432373,0.5836004730886062,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
NC,Rosemary Power Station,50555,Halifax County,83.0,Electric Utility,1677.0,0.758,91.763,71802.953394225,100800.93,NC,Rosemary Power Station,50555,PJM,NG,GAS,0.04756,180,9.316666666666666,7.519771890993467e-06,0.000910338823262841,0.712324314807661,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,W H Zimmer Generating Station,6019,Clermont County,25.0,Electric Utility,13500.0,19505.174,8954.525,7164720.54966003,8899999.79,OH,W H Zimmer Generating Station,6019,PJM,BIT,COAL,0.43663,1425.6,9.46969696969697,0.0021915926359813995,0.0010061264282344438,0.8050247998556448,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Keystone,3136,Armstrong County,5.0,Electric Utility,17920.0,23250.304,6095.059,11054482.299696857,12672885.36,PA,Keystone,3136,PJM,BIT,COAL,0.61896,1884,9.511677282377919,0.0018346495955361504,0.00048095274492406523,0.872294034521027,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Yorktown Power Station,3809,York County,199.0,Electric Utility,12123.0,971.404,263.933,144476.95498116003,170447.63,VA,Yorktown Power Station,3809,PJM,BIT,COAL,0.04364,1257,9.644391408114558,0.005699134684360234,0.0015484697557836386,0.847632524906096,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NJ,"EFS Parlin Holdings, LLC",50799,Middlesex County,23.0,Cogeneration,1312.0,0.089,9.213000000000001,16135.398340995,31097.11,NJ,"EFS Parlin Holdings, LLC",50799,PJM,NG,GAS,0.03668,135,9.718518518518518,2.8620022889586843e-06,0.000296265472900858,0.5188713144403129,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Bruce Mansfield,6094,Beaver County,7.0,Electric Utility,26650.0,9583.788999999999,3176.5960000000005,7518156.420994726,8614074.71,PA,Bruce Mansfield,6094,PJM,RC,COAL,0.48369,2741.1,9.722374229323995,0.0011125732388731508,0.00036876810417169,0.8727758551091932,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Grays Ferry Cogen Partnership,54785,Philadelphia County,101.0,Cogeneration,1881.0,3.148,163.894,565616.108183175,820159.44,PA,Grays Ferry Cogen Partnership,54785,PJM,NG,GAS,0.58403,192.6,9.766355140186915,3.838278079198845e-06,0.00019983187659219044,0.6896416484374978,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,West Lorain,2869,Lorain County,93.0,Electric Utility,5450.0,0.08900000000000001,3.7569999999999997,3782.681129835,3716.42,OH,West Lorain,2869,PJM,DFO,OIL,0,555.6,9.809215262778977,2.394777770004467e-05,0.0010109191103266045,1.0178292899712627,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
PA,Cheswick,8226,Allegheny County,3.0,Electric Utility,6250.0,1995.0520000000001,1036.193,1379369.99893446,1440162.4,PA,Cheswick,8226,PJM,BIT,COAL,0.34956,637,9.811616954474097,0.0013852965471116314,0.0007194973289123505,0.9577878154119703,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Robert P Mone,7872,Van Wert County,161.0,Electric Utility,5838.9,0.481,58.153999999999996,57232.0336875,103067.07,OH,Robert P Mone,7872,PJM,NG,GAS,0.02028,594,9.829797979797979,4.6668640138892075e-06,0.0005642345319411912,0.555289227563178,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
NJ,Pedricktown Cogeneration Plant,10099,Salem County,33.0,Electric Utility,1325.0,0.132,7.888999999999999,23173.080116085002,50738.99,NJ,Pedricktown Cogeneration Plant,10099,PJM,NG,GAS,0.14487,134.5,9.851301115241636,2.601549616971091e-06,0.0001554820070324616,0.4567114977275859,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
KY,H L Spurlock,6041,Mason County,161.0,Electric Utility,15868.4,3700.467,2684.7230000000004,6335915.19060693,7376903.95,KY,H L Spurlock,6041,PJM,BIT,COAL,0.60757,1608.5,9.865340379235311,0.0005016287354534418,0.00036393628251049686,0.8588854123018547,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
MD,Herbert A Wagner,1554,Anne Arundel County,3.0,Electric Utility,10457.0,1422.623,143.74599999999998,238191.47608135504,242928.95,MD,Herbert A Wagner,1554,PJM,RC,COAL,0.13448,1058.5,9.879074161549362,0.005856127892538127,0.0005917203363370236,0.9804985205812441,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Virginia City Hybrid Energy Center,56808,Wise County,195.0,Electric Utility,6600.0,119.26599999999999,1035.071,3156530.905324755,0.0,VA,Virginia City Hybrid Energy Center,56808,PJM,BIT,COAL,0.59898,668,9.880239520958083,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IL,Kincaid Generating Station,876,Christian County,21.0,Electric Utility,13040.0,2365.1859999999997,1597.4009999999998,4734421.939604416,5143699.9399999995,IL,Kincaid Generating Station,876,PJM,SUB,COAL,0.37084,1319,9.886277482941622,0.0004598219234382478,0.00031055485713266546,0.920431206102667,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Conemaugh,3118,Indiana County,63.0,Electric Utility,18715.0,4619.673000000001,5998.862999999999,10613498.29681158,12083338.7,PA,Conemaugh,3118,PJM,BIT,COAL,0.5586,1884,9.933651804670912,0.0003823175957154955,0.0004964574070906412,0.8783580896239862,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
DE,NRG Energy Center Dover,10030,Kent County,1.0,Electric Utility,1185.0,0.192,6.9430000000000005,34341.753980205,75409.88,DE,NRG Energy Center Dover,10030,PJM,NG,GAS,0.22767,118,10.042372881355933,2.5460854731502024e-06,9.207016375042634e-05,0.4554012548515526,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Waukegan,883,Lake County,97.0,Electric Utility,9186.0,1702.563,1097.82,2002024.052203125,2013542.25,IL,Waukegan,883,PJM,SUB,COAL,0.22126,914.7,10.042636930141029,0.0008455561337240378,0.0005452182590159208,0.9942796344120045,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NJ,Lakewood,54640,Ocean County,29.0,Cogeneration,2380.0,3.1770000000000005,73.213,405919.426576695,634732.91,NJ,Lakewood,54640,PJM,NG,GAS,0.56926,236.8,10.050675675675675,5.005254887445493e-06,0.00011534457855667196,0.6395121793459472,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Gordonsville Power Station,54844,Louisa County,109.0,Electric Utility,3020.0,0.827,31.314,106601.46141415501,230160.97999999998,VA,Gordonsville Power Station,54844,PJM,NG,GAS,0.34925,300.4,10.053262316910786,3.593137290256585e-06,0.0001360526010968497,0.4631604428090071,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,Killen Station,6031,Adams County,1.0,Electric Utility,6986.0,6215.428000000001,9135.599,4166455.08284688,4517910.6,OH,Killen Station,6031,PJM,BIT,COAL,0.55737,689.3,10.13491948353402,0.0013757306308805671,0.002022084943424954,0.9222083949263804,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Marsh Run Generation Facility,7836,Fauquier County,61.0,Electric Utility,7200.0,1.538,84.219,264402.16900833,466718.78,VA,Marsh Run Generation Facility,7836,PJM,NG,GAS,0.08812,708.8,10.15801354401806,3.295346289686479e-06,0.0001804491347016291,0.5665128131512728,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Joliet 29,384,Will County,197.0,Electric Utility,13424.0,10.113999999999999,117.589,181696.82141273998,334353.0,IL,Joliet 29,384,PJM,NG,GAS,0.13846,1320,10.16969696969697,3.0249466880811594e-05,0.00035169117669050376,0.5434281176264008,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,Big Sandy Peaker Plant,55284,Wayne County,99.0,Electric Utility,3600.0,0.3730000000000001,61.153,64404.87332700001,111478.89,WV,Big Sandy Peaker Plant,55284,PJM,NG,GAS,0.03695,353.4,10.186757215619695,3.3459249549399005e-06,0.0005485612567545299,0.57773156269317,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,University Park Energy,55250,Will County,197.0,Electric Utility,3600.0,0.7550000000000002,157.14600000000004,130632.7349115,136808.82,IL,University Park Energy,55250,PJM,NG,GAS,0.06701,353.4,10.186757215619695,5.518650040253254e-06,0.0011486540122193879,0.9548560897718436,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Buchanan Units 1 & 2,55738,Buchanan County,27.0,Electric Utility,898.0,0.506,64.928,90762.25897566,171232.12,VA,Buchanan Units 1 & 2,55738,PJM,NG,GAS,0.30327,88,10.204545454545455,2.9550530589704783e-06,0.00037918119567753995,0.5300539348322033,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
KY,East Bend,6018,Boone County,15.0,Electric Utility,7886.0,2630.195,2880.152,4441189.077493935,4638970.91,KY,East Bend,6018,PJM,BIT,COAL,0.54228,772,10.215025906735752,0.0005669781188604177,0.0006208601122700293,0.9573651492231355,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,AMP-Ohio Gas Turbines Napoleon,55264,Henry County,69.0,Electric Utility,507.0,0.013999999999999999,3.727,2658.9592350000003,1521.24,OH,AMP-Ohio Gas Turbines Napoleon,55264,PJM,NG,GAS,0.0071,49.5,10.242424242424242,9.203018590097552e-06,0.0024499750203781125,1.7478893764297547,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,AMP-Ohio Gas Turbines Bowling Green,55262,Wood County,173.0,Electric Utility,507.0,0.006999999999999999,1.53,1253.2760775,1812.17,OH,AMP-Ohio Gas Turbines Bowling Green,55262,PJM,NG,GAS,0.00605,49.5,10.242424242424242,3.862772256466004e-06,0.0008442916503418553,0.6915885802656483,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,AMP-Ohio Gas Turbines Galion ,55263,Crawford County,33.0,Electric Utility,507.0,0.006,1.5759999999999998,1124.2743705,1346.99,OH,AMP-Ohio Gas Turbines Galion,55263,PJM,NG,GAS,0.00784,49.5,10.242424242424242,4.454376053274337e-06,0.0011700161099933925,0.8346568055442134,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Rockford II Energy Center,55936,Winnebago County,201.0,Electric Utility,1721.9,0.244,27.331999999999997,43814.062654755,82471.16,IL,Rockford II Energy Center,55936,PJM,NG,GAS,0.08032,168,10.249404761904762,2.9586100159134415e-06,0.000331412823585845,0.5312652647877755,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
MD,Dickerson,1572,Montgomery County,31.0,Electric Utility,9585.0,187.51,361.18,295490.69770432496,351248.83,MD,Dickerson,1572,PJM,BIT,COAL,0.10666,933,10.27331189710611,0.0005338380771261216,0.0010282738877735193,0.841257457581638,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IN,Rockport,6166,Spencer County,147.0,Electric Utility,26800.0,20783.618000000002,11261.066,10364250.870952649,11597703.45,IN,Rockport,6166,PJM,SUB,COAL,0.50746,2600,10.307692307692308,0.0017920459933815607,0.0009709737836071331,0.8936468254801471,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
MD,Rock Springs Generating Facility,7835,Cecil County,15.0,Electric Utility,8000.0,1.498,78.642,268988.817443235,482190.66,MD,Rock Springs Generating Facility,7835,PJM,NG,GAS,0.12914,773.6,10.341261633919338,3.106654948480338e-06,0.00016309316318984695,0.5578474237622832,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Homer City,3122,Indiana County,63.0,Electric Utility,20844.0,5586.553,4904.239,5130539.19778308,5744722.92,PA,Homer City,3122,PJM,BIT,COAL,0.37606,2012,10.359840954274354,0.0009724669192574391,0.0008536946112624697,0.8930873201771549,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Bremo Power Station,3796,Fluvanna County,65.0,Electric Utility,2645.0,0.402,86.306,72152.103499545,131884.02,VA,Bremo Power Station,3796,PJM,NG,GAS,0.18011,254.2,10.405192761605036,3.0481327457261315e-06,0.0006544083202801977,0.547087535696478,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
DE,Warren F. Sam Beasley Pwr Station,7962,Kent County,1.0,Electric Utility,1000.0,0.068,2.2670000000000003,11877.482905800001,21495.71,DE,Warren F. Sam Beasley Pwr Station,7962,PJM,NG,GAS,0.0867,96,10.416666666666666,3.16342191069753e-06,0.0001054629039934015,0.5525513186491631,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
MD,Gould Street,1553,Baltimore city,510.0,Electric Utility,1085.0,0.052000000000000005,14.895,9319.30103808,14191.09,MD,Gould Street,1553,PJM,NG,GAS,0.0208,103.5,10.483091787439614,3.66427103203489e-06,0.0010496022504261477,0.6567008621663312,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,W H Sammis,2866,Jefferson County,81.0,Electric Utility,25885.0,3169.3680000000004,3882.696,6433357.416518776,6959116.98,OH,W H Sammis,2866,PJM,BIT,COAL,0.37522,2468.1,10.487824642437502,0.00045542674582257133,0.0005579294055781197,0.9244502477839904,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Shawville,3131,Clearfield County,33.0,Electric Utility,6670.0,5.539,526.971,803977.742233425,1400185.06,PA,Shawville,3131,PJM,NG,GAS,0.0326,632,10.55379746835443,3.955905657213625e-06,0.0003763581079775269,0.5741939156481394,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,J M Stuart,2850,Adams County,1.0,Electric Utility,26193.1,6675.436,3512.4300000000003,6773640.996834195,7667089.899999999,OH,J M Stuart,2850,PJM,BIT,COAL,0.52386,2451.6,10.684083863599282,0.0008706609792067262,0.0004581177533864577,0.8834696195272467,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NJ,Sherman Avenue,7288,Cumberland County,11.0,Electric Utility,1210.0,0.121,14.007,21490.55584806,30881.16,NJ,Sherman Avenue,7288,PJM,DFO,OIL,0.04941,112.8,10.72695035460993,3.918246594363683e-06,0.00045357752105167033,0.6959115476251541,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
IL,Elwood Energy Facility,55199,Will County,197.0,Electric Utility,18655.0,0.7769999999999999,72.078,218540.577107985,360256.27,IL,Elwood Energy Facility,55199,PJM,NG,GAS,0.07902,1728,10.795717592592593,2.1567979927177945e-06,0.00020007424159474032,0.6066253256549428,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
DE,Edge Moor,593,New Castle County,3.0,Electric Utility,7679.0,46.178,92.923,150928.84381494,266977.07,DE,Edge Moor,593,PJM,RFO,OIL,0.13905,710.3,10.810924961283964,0.00017296616522160496,0.0003480561083391918,0.5653251188011764,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
IL,Rockford Energy Center,55238,Winnebago County,201.0,Electric Utility,3420.8,0.24,19.588,43034.411536425,72213.83,IL,Rockford Energy Center,55238,PJM,NG,GAS,0.05958,316,10.825316455696203,3.3234631094902457e-06,0.0002712499807862289,0.5959303299163747,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,"Elgin Energy Center, LLC",55438,Cook County,31.0,Electric Utility,5888.0,0.494,54.797,88638.556127175,143694.34000000003,IL,"Elgin Energy Center, LLC",55438,PJM,NG,GAS,0.04889,540,10.903703703703703,3.43785287576393e-06,0.0003813441782049313,0.6168548888367836,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,Fort Martin Power Station,3943,Monongalia County,61.0,Electric Utility,12654.0,1540.236,9488.748,5639757.697413015,6807480.88,WV,Fort Martin Power Station,3943,PJM,BIT,COAL,0.67444,1152,10.984375,0.00022625638281631135,0.0013938706795163264,0.8284647135744897,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Greenville Electric Gen Station,55228,Darke County,37.0,Electric Utility,2600.0,0.32099999999999995,40.773,51643.139058,93071.0,OH,Greenville Electric Gen Station,55228,PJM,NG,GAS,0.04168,236,11.016949152542374,3.4489798111119465e-06,0.0004380849029235745,0.5548789532507441,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
KY,John S. Cooper,1384,Pulaski County,199.0,Electric Utility,3799.0,110.041,313.214,455464.62502584007,504752.52,KY,John S. Cooper,1384,PJM,BIT,COAL,0.21393,344,11.043604651162791,0.0002180098080540539,0.0006205298390585548,0.9023523548249746,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Altavista Power Station,10773,Campbell County,31.0,Electric Utility,788.0,10.774999999999999,223.96300000000002,380931.848547525,0.0,VA,Altavista Power Station,10773,PJM,WDS,BIOMASS,0.45385,71.1,11.082981715893109,2.9983991473820444e-06,0.00039108388228821246,0.5389929448432897,0.00039108388228821246,2.9983991473820444e-06,0.5389929448432897
OH,Richland Peaking Station,2880,Defiance County,39.0,Electric Utility,4995.0,0.368,51.412000000000006,66245.85197023499,94886.35,OH,Richland Peaking Station,2880,PJM,NG,GAS,0.03656,450,11.1,3.878323910657328e-06,0.0005418271437356375,0.6981599773859463,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,Harrison Power Station,3944,Harrison County,33.0,Electric Utility,22783.0,7943.971,8056.843000000001,12257976.727327755,14059759.170000002,WV,Harrison Power Station,3944,PJM,BIT,COAL,0.7171,2052,11.102826510721247,0.0005650147277736051,0.0005730427457954815,0.8718482713049027,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Allegheny Energy Units 1 & 2,55196,Allegheny County,3.0,Electric Utility,980.0,0.452,61.51,81110.413853685,153558.14,PA,Allegheny Energy Units 1 & 2,55196,PJM,NG,GAS,0.11387,87.6,11.187214611872147,2.943510516603027e-06,0.0004005648935315314,0.5282065402308532,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,Mount Storm Power Station,3954,Grant County,23.0,Electric Utility,18805.0,2748.388,2856.3219999999997,6808213.68019926,7506883.72,WV,Mount Storm Power Station,3954,PJM,BIT,COAL,0.61301,1680.9,11.187459099292045,0.0003661157016030082,0.00038049370504969,0.9069294176038283,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,"Armstrong Power, LLC",55347,Armstrong County,5.0,Electric Utility,7704.0,4.245,207.619,761660.116616385,1382700.81,PA,"Armstrong Power, LLC",55347,PJM,NG,GAS,0.19445,688,11.19767441860465,3.0700784792336964e-06,0.00015015468169140653,0.5508495482955456,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Southampton Power Station,10774,Southampton County,175.0,Electric Utility,800.0,12.804,232.085,405455.16104517004,0.0,VA,Southampton Power Station,10774,PJM,WDS,BIOMASS,0.47538,71.1,11.251758087201127,2.9983991473820444e-06,0.00039108388228821246,0.5389929448432897,0.00039108388228821246,2.9983991473820444e-06,0.5389929448432897
IL,"Rocky Road Power, LLC",55109,Kane County,89.0,Electric Utility,4684.0,0.059000000000000004,9.138000000000002,10538.295501614999,15757.220000000001,IL,"Rocky Road Power, LLC",55109,PJM,NG,GAS,0.02064,415.5,11.273164861612514,3.7443153043493714e-06,0.0005799246313753315,0.6687915445500537,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Hunlock Unit 4,56397,Luzerne County,79.0,Electric Utility,500.0,0.013000000000000001,1.848,2356.9845640500002,4372.82,PA,Hunlock Unit 4,56397,PJM,NG,GAS,0.0087,44,11.363636363636363,2.9729099299765374e-06,0.0004226105808151262,0.5390079088665897,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Northampton Generating Plant,50888,Northampton County,95.0,Cogeneration,1530.0,150.24200000000002,114.208,287081.66700243,264318.28,PA,Northampton Generating Plant,50888,PJM,WC,COAL,0.23403,134.1,11.409395973154362,0.0005684132024466866,0.00043208513614722367,1.086121122619404,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Rolling Hills Generating LLC,55401,Vinton County,163.0,Electric Utility,11250.0,1.278,96.88900000000001,229805.809929135,389748.74,OH,Rolling Hills Generating LLC,55401,PJM,NG,GAS,0.04796,977.5,11.508951406649617,3.2790356166385556e-06,0.00024859349128364085,0.5896255365165132,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Hopewell Power Station,10771,Hopewell city,670.0,Electric Utility,820.0,12.654,240.91,429460.59247060504,0.0,VA,Hopewell Power Station,10771,PJM,WDS,BIOMASS,0.4914,71.1,11.533052039381154,2.9983991473820444e-06,0.00039108388228821246,0.5389929448432897,0.00039108388228821246,2.9983991473820444e-06,0.5389929448432897
OH,"Troy Energy, LLC",55348,Wood County,173.0,Electric Utility,7956.0,0.742,37.323,98224.605842655,171093.53,OH,"Troy Energy, LLC",55348,PJM,NG,GAS,0.03149,688,11.563953488372093,4.336809229431411e-06,0.00021814384214294955,0.5740988910723568,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
WV,"Pleasants Energy, LLC",55349,Pleasants County,73.0,Electric Utility,3978.0,1.9579999999999997,106.426,351691.499729295,616214.12,WV,"Pleasants Energy, LLC",55349,PJM,NG,GAS,0.1613,344,11.563953488372093,3.177466949313008e-06,0.0001727094471642422,0.5707293752523799,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
