Hour,Day,Month,Year,System load (MW),ORIS ID,Fuel,Marginal Cost ($/MWh),CO2 emissions rate (tons/MWh),NOx emisisons rate (tons/MWh),SO2 emissions rate (tons/MWh)
8,29,6,2016,84808.11,3149,COAL,23.73476346773645,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
9,29,6,2016,90493.315,2408,COAL,24.64549324972589,0.9048786158615504,0.0004510422796596465,6.330780527028869e-05
10,29,6,2016,95113.487,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
11,29,6,2016,99422.926,3140,COAL,24.833424653594655,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
12,29,6,2016,102799.58,884,COAL,24.99165859162409,0.9759992968039829,0.0004656192569509562,0.0019941375265123368
13,29,6,2016,105514.702,55503,GAS,25.023806640624997,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
14,29,6,2016,108501.925,56671,COAL,25.078872413231235,0.7942867107903737,0.00026628356751483317,0.0003575256780128945
15,29,6,2016,110642.412,10030,GAS,25.29406779661017,0.4704713201790631,8.183792733682309e-05,2.6391484963725086e-06
16,29,6,2016,112552.42,8102,COAL,25.675918542510136,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
17,29,6,2016,113970.512,8102,COAL,25.675918542510136,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
18,29,6,2016,114278.946,6264,COAL,25.71749210526317,0.8761628999668939,0.00046295415794401763,0.0006171167491034634
19,29,6,2016,112411.84,6264,COAL,25.71749210526317,0.8761628999668939,0.00046295415794401763,0.0006171167491034634
20,29,6,2016,108364.326,3797,COAL,25.40664337681521,0.8283966254236865,0.0002748295317499467,0.00027458494174628867
21,29,6,2016,103789.04,55503,GAS,25.023806640624997,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
22,29,6,2016,101329.472,3935,COAL,24.918952510256766,0.8781214045351431,0.00040525221451080223,0.0003395181542398692
23,29,6,2016,94575.843,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
24,29,6,2016,85558.834,874,GAS,26.884042553191488,0.8395396749311473,0.0007085345575584938,0.0018606367150267409
1,30,6,2016,78156.646,10030,GAS,21.98008474576271,0.4704713201790631,8.183792733682309e-05,2.6391484963725086e-06
2,30,6,2016,73165.185,3131,GAS,20.308227848101264,0.591751728156238,0.0004579773088368923,3.1612584986833444e-05
3,30,6,2016,70286.572,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
4,30,6,2016,68731.913,54785,GAS,19.01682242990654,0.6950149586378803,0.00019621801093743836,3.868328487621071e-06
5,30,6,2016,68959.846,54785,GAS,19.01682242990654,0.6950149586378803,0.00019621801093743836,3.868328487621071e-06
6,30,6,2016,71301.248,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,30,6,2016,75712.356,2393,GAS,20.864309210526315,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
8,30,6,2016,82382.868,55502,GAS,23.213474025974026,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
9,30,6,2016,88161.734,2832,COAL,24.080341134822874,0.8204546871203815,0.000680106935606827,0.0013749046818091356
10,30,6,2016,93371.363,55503,GAS,24.635201822916663,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
11,30,6,2016,98478.509,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
12,30,6,2016,102322.933,3140,COAL,24.833424653594655,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
13,30,6,2016,105678.397,3935,COAL,24.918952510256766,0.8781214045351431,0.00040525221451080223,0.0003395181542398692
14,30,6,2016,109342.096,884,COAL,24.99165859162409,0.9759992968039829,0.0004656192569509562,0.0019941375265123368
15,30,6,2016,112193.714,1385,COAL,25.110729806286564,0.9446109432776311,0.000883522736838472,0.001832558334326451
16,30,6,2016,114483.924,55347,GAS,25.364186046511627,0.5493006151423199,0.00015352444280185534,3.0604426755411425e-06
17,30,6,2016,116011.949,3797,COAL,25.40664337681521,0.8283966254236865,0.0002748295317499467,0.00027458494174628867
18,30,6,2016,116097.917,55183,GAS,25.453545816733065,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
19,30,6,2016,114402.545,55183,GAS,25.453545816733065,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
20,30,6,2016,110705.834,3797,COAL,25.40664337681521,0.8283966254236865,0.0002748295317499467,0.00027458494174628867
21,30,6,2016,106722.828,3936,COAL,24.996391465343702,0.9446109432776311,0.000883522736838472,0.001832558334326451
22,30,6,2016,104419.327,3935,COAL,24.918952510256766,0.8781214045351431,0.00040525221451080223,0.0003395181542398692
23,30,6,2016,97844.355,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
24,30,6,2016,89498.618,6094,COAL,26.893827319612388,0.8443146512304291,0.000715860000939111,0.0012780544325351128
1,1,7,2016,81979.767,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
2,1,7,2016,76834.443,50497,GAS,20.70876826722338,0.6785060168960944,0.0002232150506150836,3.7770461443098155e-06
3,1,7,2016,73727.731,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
4,1,7,2016,71846.104,55439,GAS,18.767360744107386,0.38867633126393947,2.39725334977489e-05,2.1658310407547597e-06
5,1,7,2016,71683.763,55439,GAS,18.767360744107386,0.38867633126393947,2.39725334977489e-05,2.1658310407547597e-06
6,1,7,2016,74186.797,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,1,7,2016,78415.789,50385,GAS,20.9568345323741,0.45745076131909373,8.483292041926837e-05,2.54390566100024e-06
8,1,7,2016,84318.949,55397,GAS,22.84483843894251,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
9,1,7,2016,89899.683,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
10,1,7,2016,95323.27,55503,GAS,24.129311848958334,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
11,1,7,2016,100546.726,2828,COAL,24.539270338278765,0.8506963285085356,0.0003810023954049212,0.0009330471445360562
12,1,7,2016,104950.652,3935,COAL,24.666825190204953,0.8781214045351431,0.00040525221451080223,0.0003395181542398692
13,1,7,2016,108585.804,884,COAL,24.738610982744987,0.9759992968039829,0.0004656192569509562,0.0019941375265123368
14,1,7,2016,111544.746,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
15,1,7,2016,113397.465,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
16,1,7,2016,114291.554,55131,GAS,24.80971337579618,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
17,1,7,2016,114489.203,56671,COAL,24.82472088148761,0.7942867107903737,0.00026628356751483317,0.0003575256780128945
18,1,7,2016,114006.761,55131,GAS,24.80971337579618,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
19,1,7,2016,110627.614,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
20,1,7,2016,106378.935,55285,GAS,24.789473684210527,0.4998194531971836,0.00045817103800387034,3.046897517190267e-06
21,1,7,2016,101608.805,3140,COAL,24.582379916037024,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
22,1,7,2016,98599.631,2828,COAL,24.539270338278765,0.8506963285085356,0.0003810023954049212,0.0009330471445360562
23,1,7,2016,92971.511,3948,COAL,24.120728358454265,0.8756968910381868,0.00040708128675755683,0.0004340320836665558
24,1,7,2016,85257.422,55736,GAS,26.07506598354293,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
1,2,7,2016,78556.424,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
2,2,7,2016,73532.027,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
3,2,7,2016,69977.115,55239,GAS,18.531603945926197,0.5832792041690795,5.482159603354528e-05,3.245803801560447e-06
4,2,7,2016,67552.018,3131,GAS,17.98639240506329,0.591751728156238,0.0004579773088368923,3.1612584986833444e-05
5,2,7,2016,66327.685,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
6,2,7,2016,65827.226,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
7,2,7,2016,65907.857,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
8,2,7,2016,69435.894,1556,GAS,18.31958195819582,0.5889610937666651,0.00018372644089271028,5.563429528956807e-06
9,2,7,2016,74627.536,594,COAL,19.077001307738836,0.852826788599051,0.0003648275171798328,0.0008237371398023901
10,2,7,2016,79676.613,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
11,2,7,2016,83740.447,55397,GAS,22.84483843894251,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
12,2,7,2016,86490.007,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
13,2,7,2016,88651.234,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
14,2,7,2016,90039.75,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
15,2,7,2016,91497.653,2832,COAL,23.838828672080663,0.8204546871203815,0.000680106935606827,0.0013749046818091356
16,2,7,2016,93038.714,2832,COAL,23.838828672080663,0.8204546871203815,0.000680106935606827,0.0013749046818091356
17,2,7,2016,93816.262,55392,GAS,23.939864253393665,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
18,2,7,2016,93384.999,55392,GAS,23.939864253393665,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
19,2,7,2016,91323.145,55392,GAS,23.939864253393665,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
20,2,7,2016,88245.748,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
21,2,7,2016,86245.02,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
22,2,7,2016,85585.067,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
23,2,7,2016,82097.322,55502,GAS,22.740827922077923,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
24,2,7,2016,76789.087,55183,GAS,24.96678501992032,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
1,3,7,2016,71627.553,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
2,3,7,2016,67624.326,2398,GAS,18.057066366070167,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
3,3,7,2016,65080.83,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
4,3,7,2016,63398.867,2406,GAS,17.064488756894356,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
5,3,7,2016,62508.407,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
6,3,7,2016,62217.842,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
7,3,7,2016,62010.171,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
8,3,7,2016,64160.107,2406,GAS,17.064488756894356,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
9,3,7,2016,68126.494,2398,GAS,18.057066366070167,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
10,3,7,2016,72370.206,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
11,3,7,2016,75763.25,10751,GAS,20.003503184713374,0.4905144513524575,0.0001495922532853357,2.7308651563102163e-06
12,3,7,2016,78617.057,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
13,3,7,2016,81354.178,55188,GAS,22.291627814136124,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
14,3,7,2016,83063.595,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
15,3,7,2016,84123.296,55502,GAS,22.740827922077923,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
16,3,7,2016,84560.363,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
17,3,7,2016,84769.873,54844,GAS,22.603861517976032,0.45358548279222416,0.00011562361579462716,2.9095107786080995e-06
18,3,7,2016,84551.731,55502,GAS,22.740827922077923,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
19,3,7,2016,83554.848,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
20,3,7,2016,81980.74,55188,GAS,22.291627814136124,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
21,3,7,2016,81102.44,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
22,3,7,2016,80972.697,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
23,3,7,2016,78597.624,55350,GAS,20.927686864219375,0.3456697014943994,3.623127633950063e-05,1.923412843655486e-06
24,3,7,2016,74569.241,55131,GAS,24.80971337579618,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
1,4,7,2016,69754.102,54832,GAS,18.192174515235457,0.4158398966622033,9.794321343405521e-05,2.374345962170812e-06
2,4,7,2016,66335.475,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
3,4,7,2016,63950.429,2406,GAS,17.064488756894356,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
4,4,7,2016,62686.216,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
5,4,7,2016,62500.548,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
6,4,7,2016,62994.877,56963,GAS,16.954412934004772,0.3689786382423322,2.0910406406915335e-05,2.058303308092261e-06
7,4,7,2016,63597.02,2406,GAS,17.064488756894356,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
8,4,7,2016,65747.464,58260,GAS,17.50380383100122,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
9,4,7,2016,69857.319,1556,GAS,18.31958195819582,0.5889610937666651,0.00018372644089271028,5.563429528956807e-06
10,4,7,2016,74473.214,594,COAL,19.077001307738836,0.852826788599051,0.0003648275171798328,0.0008237371398023901
11,4,7,2016,79190.807,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
12,4,7,2016,82891.531,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
13,4,7,2016,85966.387,55347,GAS,22.900697674418602,0.5493006151423199,0.00015352444280185534,3.0604426755411425e-06
14,4,7,2016,88065.399,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
15,4,7,2016,89293.149,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
16,4,7,2016,90053.249,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
17,4,7,2016,90659.486,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
18,4,7,2016,90686.995,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
19,4,7,2016,89692.173,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
20,4,7,2016,88634.917,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
21,4,7,2016,88271.285,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
22,4,7,2016,87622.825,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
23,4,7,2016,85199.837,55377,GAS,23.226255707762558,0.5524634977088868,0.00038352202660547305,3.0709400588967923e-06
24,4,7,2016,80854.483,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
1,5,7,2016,75994.5,50497,GAS,20.70876826722338,0.6785060168960944,0.0002232150506150836,3.7770461443098155e-06
2,5,7,2016,72561.844,594,COAL,19.077001307738836,0.852826788599051,0.0003648275171798328,0.0008237371398023901
3,5,7,2016,70520.416,7153,GAS,18.773970829840735,0.6440544854901353,0.0001609363273616112,3.5940801266570406e-06
4,5,7,2016,69772.587,7153,GAS,18.773970829840735,0.6440544854901353,0.0001609363273616112,3.5940801266570406e-06
5,5,7,2016,70670.166,3804,GAS,19.01849272299342,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
6,5,7,2016,74265.635,56807,GAS,19.36046511627907,0.3723846846340778,2.6171567783401845e-05,2.07217501703363e-06
7,5,7,2016,79937.605,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
8,5,7,2016,86810.424,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
9,5,7,2016,93670.304,55347,GAS,24.132441860465114,0.5493006151423199,0.00015352444280185534,3.0604426755411425e-06
10,5,7,2016,99976.569,55131,GAS,24.656050955414013,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
11,5,7,2016,105683.892,3936,COAL,24.74328394936022,0.9446109432776311,0.000883522736838472,0.001832558334326451
12,5,7,2016,110735.511,1385,COAL,24.85617503450656,0.9446109432776311,0.000883522736838472,0.001832558334326451
13,5,7,2016,114928.389,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
14,5,7,2016,119370.497,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
15,5,7,2016,123334.417,6019,COAL,26.054900715226808,0.8056003697084246,0.0009221439376164531,0.0016849567660211248
16,5,7,2016,126790.642,6094,COAL,26.616702706511944,0.8443146512304291,0.000715860000939111,0.0012780544325351128
17,5,7,2016,129624.157,1572,COAL,26.71208442012343,0.8322428302461496,0.0009946219394507327,0.0004346584926637931
18,5,7,2016,131121.645,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
19,5,7,2016,130355.003,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
20,5,7,2016,127135.642,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
21,5,7,2016,122605.392,6094,COAL,26.616702706511944,0.8443146512304291,0.000715860000939111,0.0012780544325351128
22,5,7,2016,118941.556,6019,COAL,26.054900715226808,0.8056003697084246,0.0009221439376164531,0.0016849567660211248
23,5,7,2016,111432.876,3797,COAL,25.148343031794553,0.8283966254236865,0.0002748295317499467,0.00027458494174628867
24,5,7,2016,101597.005,3118,COAL,27.381493567933965,0.8806800303785528,0.0011203000694161803,0.0003659679550229549
1,6,7,2016,92870.761,55131,GAS,24.09872611464968,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
2,6,7,2016,86630.217,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
3,6,7,2016,82205.494,55397,GAS,22.236046999580363,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
4,6,7,2016,79526.343,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
5,6,7,2016,78963.083,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
6,6,7,2016,81365.729,55502,GAS,22.135227272727274,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
7,6,7,2016,86995.488,3149,COAL,23.49762520946244,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
8,6,7,2016,94582.718,3948,COAL,24.120728358454265,0.8756968910381868,0.00040708128675755683,0.0004340320836665558
9,6,7,2016,101693.03,3935,COAL,24.666825190204953,0.8781214045351431,0.00040525221451080223,0.0003395181542398692
10,6,7,2016,108448.239,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
11,6,7,2016,115839.166,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
12,6,7,2016,122670.936,3136,COAL,26.148239638142716,0.8916391768606039,0.0012142722566074568,0.0020330581107828754
13,6,7,2016,127938.547,1572,COAL,26.71208442012343,0.8322428302461496,0.0009946219394507327,0.0004346584926637931
14,6,7,2016,131740.084,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
15,6,7,2016,134583.213,56808,COAL,26.967700003719273,0.9446109432776311,0.000883522736838472,0.001832558334326451
16,6,7,2016,136183.375,876,COAL,26.981124793392326,0.9599667204982391,0.00031222354889804733,0.000450405103822119
17,6,7,2016,137691.688,10773,BIOMASS,27.165963431786217,0.516054744771005,0.0003656974385233194,2.8348638645218557e-06
18,6,7,2016,137983.357,883,COAL,27.32877399982481,0.9578586830879502,0.0005396603956484802,0.001432869593071918
19,6,7,2016,136608.805,3118,COAL,27.381493567933965,0.8806800303785528,0.0011203000694161803,0.0003659679550229549
20,6,7,2016,132400.621,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
21,6,7,2016,127747.961,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
22,6,7,2016,124157.32,7836,GAS,26.808126410835214,0.5775297992071684,0.0001809078803674467,3.2117690249591833e-06
23,6,7,2016,115864.619,6264,COAL,25.455257142857146,0.8761628999668939,0.00046295415794401763,0.0006171167491034634
24,6,7,2016,106056.723,6166,COAL,27.91809746774965,0.9157549665987245,0.0010452221970716107,0.0019740604377772265
1,7,7,2016,97193.199,3140,COAL,24.582379916037024,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
2,7,7,2016,90957.461,2836,COAL,24.3333358677804,0.8745704595036948,0.0017229110705867952,0.007560246320238135
3,7,7,2016,86280.239,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
4,7,7,2016,83392.944,3796,GAS,23.29012588512982,0.5478341347503777,0.000668078128595784,3.0485628088412635e-06
5,7,7,2016,82913.269,55397,GAS,23.070289550986153,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
6,7,7,2016,85521.384,1573,COAL,23.57140172853773,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
7,7,7,2016,90532.368,55392,GAS,24.25339366515837,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
8,7,7,2016,98137.24,3140,COAL,24.582379916037024,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
9,7,7,2016,105353.061,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
10,7,7,2016,112326.105,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
11,7,7,2016,119400.603,3136,COAL,26.148239638142716,0.8916391768606039,0.0012142722566074568,0.0020330581107828754
12,7,7,2016,125399.114,6094,COAL,26.616702706511944,0.8443146512304291,0.000715860000939111,0.0012780544325351128
13,7,7,2016,129707.497,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
14,7,7,2016,133147.975,876,COAL,26.981124793392326,0.9599667204982391,0.00031222354889804733,0.000450405103822119
15,7,7,2016,134478.69,7835,GAS,27.16546018614271,0.5613202727822885,0.00016079644783712548,3.1238141446213064e-06
16,7,7,2016,134570.499,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
17,7,7,2016,134826.759,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
18,7,7,2016,134549.254,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
19,7,7,2016,133229.643,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
20,7,7,2016,129336.519,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
21,7,7,2016,125290.285,1572,COAL,26.71208442012343,0.8322428302461496,0.0009946219394507327,0.0004346584926637931
22,7,7,2016,122188.261,6094,COAL,26.616702706511944,0.8443146512304291,0.000715860000939111,0.0012780544325351128
23,7,7,2016,114539.792,6264,COAL,25.455257142857146,0.8761628999668939,0.00046295415794401763,0.0006171167491034634
24,7,7,2016,104984.867,6018,COAL,27.712063222089924,0.965592138834514,0.0008770680093595985,0.0006695166893064794
1,8,7,2016,96407.74,2836,COAL,24.3333358677804,0.8745704595036948,0.0017229110705867952,0.007560246320238135
2,8,7,2016,90368.994,55701,GAS,23.750523326572008,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
3,8,7,2016,86143.566,55392,GAS,23.413604826546003,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
4,8,7,2016,83338.322,56397,GAS,22.56818181818182,0.5358564808733619,0.00041133264301558927,3.0778498141198556e-06
5,8,7,2016,83023.893,55397,GAS,22.362358371800255,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
6,8,7,2016,85904.042,55392,GAS,23.413604826546003,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
7,8,7,2016,90818.644,55701,GAS,23.750523326572008,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
8,8,7,2016,97531.61,2828,COAL,24.539270338278765,0.8506963285085356,0.0003810023954049212,0.0009330471445360562
9,8,7,2016,104997.102,884,COAL,24.738610982744987,0.9759992968039829,0.0004656192569509562,0.0019941375265123368
10,8,7,2016,112555.551,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
11,8,7,2016,119646.191,6019,COAL,26.054900715226808,0.8056003697084246,0.0009221439376164531,0.0016849567660211248
12,8,7,2016,125957.179,1572,COAL,26.71208442012343,0.8322428302461496,0.0009946219394507327,0.0004346584926637931
13,8,7,2016,130447.088,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
14,8,7,2016,132905.438,1554,COAL,26.965108946505225,0.8899208102233288,0.0004239782538763469,0.005916411185272287
15,8,7,2016,133579.515,1554,COAL,26.965108946505225,0.8899208102233288,0.0004239782538763469,0.005916411185272287
16,8,7,2016,132676.768,54,GAS,26.949649873752556,0.6578011906144533,0.00020875331588125027,4.3790131867614234e-06
17,8,7,2016,132188.521,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
18,8,7,2016,131293.362,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
19,8,7,2016,128453.26,6041,COAL,26.934573289029363,0.854842567992948,0.00035710988377033777,0.0004941104433684979
20,8,7,2016,123766.143,6094,COAL,26.616702706511944,0.8443146512304291,0.000715860000939111,0.0012780544325351128
21,8,7,2016,119091.046,6019,COAL,26.054900715226808,0.8056003697084246,0.0009221439376164531,0.0016849567660211248
22,8,7,2016,115656.264,8102,COAL,25.414209804108943,0.8743871015972867,0.00048622354127319986,0.0013287935788085493
23,8,7,2016,109236.531,1571,GAS,24.794767661503588,0.737325768232607,0.0007390138587819165,0.000298756439349211
24,8,7,2016,100393.883,3809,COAL,27.16676027414183,0.8386280591487245,0.0020231640144773937,0.00669977969099865
1,9,7,2016,92295.895,55701,GAS,23.750523326572008,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
2,9,7,2016,86036.287,3130,COAL,22.60558789685977,0.9446109432776311,0.000883522736838472,0.001832558334326451
3,9,7,2016,81702.251,55502,GAS,22.260876623376625,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
4,9,7,2016,78656.8,2840,COAL,21.502704936385957,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
