,Hour,Month,Day,Year,System load (MW),ORIS ID,Fuel,Marginal Cost ($/MWh),CO2 emissions rate (tons/MWh),NOx emisisons rate (tons/MWh),SO2 emissions rate (tons/MWh)
0,12,4,5,2016,93780.614,50799,GAS,19.0482963,0.538834716,0.000290903,3.00E-06
0,13,4,5,2016,92241.837,50555,GAS,18.26066667,0.685528759,0.000862948,4.00E-06
0,14,4,5,2016,90587.422,50385,GAS,18.04892086,0.457450761,8.48E-05,2.54E-06
0,15,4,5,2016,88377.78,50497,GAS,17.79958246,0.678506017,0.000223215,3.78E-06
0,16,4,5,2016,86436.541,55690,GAS,17.23712056,0.430376378,2.31E-05,2.82E-06
0,17,4,5,2016,85525.335,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,18,4,5,2016,85766.677,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,19,4,5,2016,86905.681,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,20,4,5,2016,90325.461,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,21,4,5,2016,95587.766,55198,GAS,18.17686957,0.593072069,0.000320418,3.30E-06
0,22,4,5,2016,94094.258,55198,GAS,18.17686957,0.593072069,0.000320418,3.30E-06
0,23,4,5,2016,89391.868,55279,GAS,17.3094902,0.53968704,0.000267777,3.00E-06
0,1,4,6,2016,81264.772,58235,GAS,15.69863014,0.504932765,5.62E-05,2.81E-06
0,2,4,6,2016,79515.75,58235,GAS,15.69863014,0.504932765,5.62E-05,2.81E-06
0,3,4,6,2016,79068.59,58235,GAS,15.69863014,0.504932765,5.62E-05,2.81E-06
0,4,4,6,2016,79832.022,58235,GAS,15.69863014,0.504932765,5.62E-05,2.81E-06
0,5,4,6,2016,81816.728,55516,GAS,16.01304145,0.384610003,2.52E-05,2.14E-06
0,6,4,6,2016,87305.681,55736,GAS,16.30957926,0.375352156,3.43E-05,2.09E-06
0,7,4,6,2016,96230.746,50385,GAS,17.58848921,0.457450761,8.48E-05,2.54E-06
0,8,4,6,2016,99867.705,10099,GAS,18.81598513,0.447344059,0.000137272,2.50E-06
0,9,4,6,2016,97523.143,50799,GAS,18.56237037,0.538834716,0.000290903,3.00E-06
0,10,4,6,2016,94787.696,50555,GAS,17.79483333,0.685528759,0.000862948,4.00E-06
0,11,4,6,2016,92661.77,55281,GAS,17.52396857,0.672625333,0.001163747,3.90E-06
0,12,4,6,2016,90606.246,50497,GAS,17.34551148,0.678506017,0.000223215,3.78E-06
0,13,4,6,2016,88609.273,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,14,4,6,2016,87408.145,55233,GAS,16.86247878,0.590076501,0.000645175,3.74E-06
0,15,4,6,2016,85697.42,10751,GAS,16.65471338,0.490514451,0.000149592,2.73E-06
0,16,4,6,2016,84356.414,56807,GAS,16.02486583,0.372384685,2.62E-05,2.07E-06
0,17,4,6,2016,84325.231,55736,GAS,16.30957926,0.375352156,3.43E-05,2.09E-06
0,18,4,6,2016,84786.729,55736,GAS,16.30957926,0.375352156,3.43E-05,2.09E-06
0,19,4,6,2016,85886.185,10751,GAS,16.65471338,0.490514451,0.000149592,2.73E-06
0,20,4,6,2016,88490.802,55690,GAS,16.79739809,0.430376378,2.31E-05,2.82E-06
0,21,4,6,2016,90882.067,50497,GAS,17.34551148,0.678506017,0.000223215,3.78E-06
0,22,4,6,2016,88172.552,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,23,4,6,2016,82389.247,55516,GAS,16.01304145,0.384610003,2.52E-05,2.14E-06
0,1,4,7,2016,72611.913,54832,GAS,15.2700831,0.415839897,9.79E-05,2.37E-06
0,2,4,7,2016,70062.833,55710,GAS,14.85863309,0.525060376,3.95E-05,2.92E-06
0,3,4,7,2016,68795.991,55710,GAS,14.85863309,0.525060376,3.95E-05,2.92E-06
0,4,4,7,2016,68645.496,55710,GAS,14.85863309,0.525060376,3.95E-05,2.92E-06
0,5,4,7,2016,70084.261,55337,GAS,15.12345679,0.587779538,7.38E-05,3.27E-06
0,6,4,7,2016,74664.74,54832,GAS,15.2700831,0.415839897,9.79E-05,2.37E-06
0,7,4,7,2016,83285.325,58235,GAS,16.10958904,0.504932765,5.62E-05,2.81E-06
0,8,4,7,2016,87865.23,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,9,4,7,2016,88661.822,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,10,4,7,2016,89253.268,55233,GAS,17.30390492,0.590076501,0.000645175,3.74E-06
0,11,4,7,2016,89704.337,55233,GAS,17.30390492,0.590076501,0.000645175,3.74E-06
0,12,4,7,2016,89689.582,55233,GAS,17.30390492,0.590076501,0.000645175,3.74E-06
0,13,4,7,2016,88854.059,55233,GAS,17.30390492,0.590076501,0.000645175,3.74E-06
0,14,4,7,2016,88037.468,55233,GAS,17.30390492,0.590076501,0.000645175,3.74E-06
0,15,4,7,2016,86752.955,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,16,4,7,2016,85545.874,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,17,4,7,2016,85844.967,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,18,4,7,2016,86586.505,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,19,4,7,2016,86937.432,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,20,4,7,2016,88639.363,10751,GAS,17.09070064,0.490514451,0.000149592,2.73E-06
0,21,4,7,2016,91166.431,55281,GAS,17.9827112,0.672625333,0.001163747,3.90E-06
0,22,4,7,2016,88659.955,50497,GAS,17.79958246,0.678506017,0.000223215,3.78E-06
0,23,4,7,2016,83563.011,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,1,4,8,2016,74332.056,55439,GAS,16.09079379,0.388676331,2.40E-05,2.17E-06
0,2,4,8,2016,72651.239,55239,GAS,15.85020095,0.583279204,5.48E-05,3.25E-06
0,3,4,8,2016,71899.507,55131,GAS,15.84394904,0.399035329,3.74E-05,2.22E-06
0,4,4,8,2016,72023.511,55239,GAS,15.85020095,0.583279204,5.48E-05,3.25E-06
0,5,4,8,2016,74005.865,55183,GAS,15.95805578,0.581067331,0.000108528,3.23E-06
0,6,4,8,2016,78940.723,55976,GAS,16.32110245,0.574773683,2.34E-05,3.20E-06
0,7,4,8,2016,87454.285,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,8,4,8,2016,91558.186,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,9,4,8,2016,92089.652,50497,GAS,18.07202505,0.678506017,0.000223215,3.78E-06
0,10,4,8,2016,91726.27,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,11,4,8,2016,91506.473,50497,GAS,18.07202505,0.678506017,0.000223215,3.78E-06
0,12,4,8,2016,90600.474,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,13,4,8,2016,89212.583,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,14,4,8,2016,87910.077,10751,GAS,17.35229299,0.490514451,0.000149592,2.73E-06
0,15,4,8,2016,86362.12,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,16,4,8,2016,84970.772,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,17,4,8,2016,84503.978,56807,GAS,16.6960644,0.372384685,2.62E-05,2.07E-06
0,18,4,8,2016,84168.593,56807,GAS,16.6960644,0.372384685,2.62E-05,2.07E-06
0,19,4,8,2016,84269.185,56807,GAS,16.6960644,0.372384685,2.62E-05,2.07E-06
0,20,4,8,2016,86072.787,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,21,4,8,2016,89397.302,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,22,4,8,2016,88162.013,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,23,4,8,2016,84448.608,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,1,4,9,2016,76746.972,55183,GAS,15.95805578,0.581067331,0.000108528,3.23E-06
0,2,4,9,2016,74964.955,55239,GAS,15.85020095,0.583279204,5.48E-05,3.25E-06
0,3,4,9,2016,73813.153,55701,GAS,15.66166329,0.361672168,3.61E-05,2.01E-06
0,4,4,9,2016,73573.738,55701,GAS,15.66166329,0.361672168,3.61E-05,2.01E-06
0,5,4,9,2016,74228.477,55131,GAS,15.84394904,0.399035329,3.74E-05,2.22E-06
0,6,4,9,2016,76335.94,55183,GAS,15.95805578,0.581067331,0.000108528,3.23E-06
0,7,4,9,2016,79863.281,3804,GAS,16.34707719,0.396051484,8.13E-05,8.62E-05
0,8,4,9,2016,82743.291,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,9,4,9,2016,86041.763,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,10,4,9,2016,88451.314,10751,GAS,17.35229299,0.490514451,0.000149592,2.73E-06
0,11,4,9,2016,89906.71,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,12,4,9,2016,89516.309,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,13,4,9,2016,88319.991,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,14,4,9,2016,86744.523,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,15,4,9,2016,85177.773,10751,GAS,17.35229299,0.490514451,0.000149592,2.73E-06
0,16,4,9,2016,84000.132,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,17,4,9,2016,83622.782,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,18,4,9,2016,83887.269,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,19,4,9,2016,84159.885,55640,GAS,16.69324931,0.535570908,9.92E-05,2.91E-06
0,20,4,9,2016,86499.321,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,21,4,9,2016,90189.741,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,22,4,9,2016,89695.403,55233,GAS,17.56876061,0.590076501,0.000645175,3.74E-06
0,23,4,9,2016,86876.273,55736,GAS,16.992703,0.375352156,3.43E-05,2.09E-06
0,1,4,10,2016,80304.893,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,2,4,10,2016,78683.922,55976,GAS,16.32110245,0.574773683,2.34E-05,3.20E-06
0,3,4,10,2016,77896.572,55801,GAS,16.29415142,0.380662646,4.65E-05,2.67E-06
0,4,4,10,2016,77872.935,55801,GAS,16.29415142,0.380662646,4.65E-05,2.67E-06
0,5,4,10,2016,78550.39,55976,GAS,16.32110245,0.574773683,2.34E-05,3.20E-06
0,6,4,10,2016,80457.068,55976,GAS,16.32110245,0.574773683,2.34E-05,3.20E-06
0,7,4,10,2016,82944.06,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,8,4,10,2016,84618.187,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,9,4,10,2016,85340.157,55640,GAS,16.69324931,0.535570908,9.92E-05,2.91E-06
0,10,4,10,2016,85230.977,56807,GAS,16.6960644,0.372384685,2.62E-05,2.07E-06
0,11,4,10,2016,84049.545,55516,GAS,16.68374476,0.384610003,2.52E-05,2.14E-06
0,12,4,10,2016,82590.385,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,13,4,10,2016,81160.848,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,14,4,10,2016,79212.268,55801,GAS,16.29415142,0.380662646,4.65E-05,2.67E-06
0,15,4,10,2016,77480.966,55439,GAS,16.09079379,0.388676331,2.40E-05,2.17E-06
0,16,4,10,2016,76634.81,55239,GAS,15.85020095,0.583279204,5.48E-05,3.25E-06
0,17,4,10,2016,76916.315,55183,GAS,15.95805578,0.581067331,0.000108528,3.23E-06
0,18,4,10,2016,78014.94,55439,GAS,16.09079379,0.388676331,2.40E-05,2.17E-06
0,19,4,10,2016,79450.084,55801,GAS,16.29415142,0.380662646,4.65E-05,2.67E-06
0,20,4,10,2016,82593.494,58235,GAS,16.35616438,0.504932765,5.62E-05,2.81E-06
0,21,4,10,2016,85930.966,55640,GAS,16.69324931,0.535570908,9.92E-05,2.91E-06
0,22,4,10,2016,83824.883,56807,GAS,16.6960644,0.372384685,2.62E-05,2.07E-06
0,23,4,10,2016,79358.058,3804,GAS,16.34707719,0.396051484,8.13E-05,8.62E-05
0,1,4,11,2016,71596.715,54832,GAS,14.80263158,0.415839897,9.79E-05,2.37E-06
0,2,4,11,2016,69616.907,55337,GAS,14.66049383,0.587779538,7.38E-05,3.27E-06
0,3,4,11,2016,68551.74,55710,GAS,14.40377698,0.525060376,3.95E-05,2.92E-06
0,4,4,11,2016,68794.123,594,COAL,14.44721146,0.852826789,0.000364828,0.000823737
0,5,4,11,2016,70610.747,2398,GAS,14.67098774,0.645195161,9.51E-05,3.59E-06
0,6,4,11,2016,75588.397,55131,GAS,15.12738854,0.399035329,3.74E-05,2.22E-06
0,7,4,11,2016,84473.854,58235,GAS,15.61643836,0.504932765,5.62E-05,2.81E-06
0,8,4,11,2016,89181.154,10751,GAS,16.56751592,0.490514451,0.000149592,2.73E-06
0,9,4,11,2016,89927.567,55233,GAS,16.77419355,0.590076501,0.000645175,3.74E-06
0,10,4,11,2016,90030.314,55233,GAS,16.77419355,0.590076501,0.000645175,3.74E-06
0,11,4,11,2016,89695.331,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,12,4,11,2016,88233.043,55233,GAS,16.77419355,0.590076501,0.000645175,3.74E-06
0,13,4,11,2016,86408.619,10751,GAS,16.56751592,0.490514451,0.000149592,2.73E-06
0,14,4,11,2016,85509.14,56807,GAS,15.94096601,0.372384685,2.62E-05,2.07E-06
0,15,4,11,2016,84401.029,55516,GAS,15.92920354,0.384610003,2.52E-05,2.14E-06
0,16,4,11,2016,83612.51,58235,GAS,15.61643836,0.504932765,5.62E-05,2.81E-06
0,17,4,11,2016,83611.05,58235,GAS,15.61643836,0.504932765,5.62E-05,2.81E-06
0,18,4,11,2016,84106.964,55516,GAS,15.92920354,0.384610003,2.52E-05,2.14E-06
0,19,4,11,2016,84057.321,58235,GAS,15.61643836,0.504932765,5.62E-05,2.81E-06
0,20,4,11,2016,85217.694,55516,GAS,15.92920354,0.384610003,2.52E-05,2.14E-06
0,21,4,11,2016,87918.531,55233,GAS,16.77419355,0.590076501,0.000645175,3.74E-06
0,22,4,11,2016,85244.125,10751,GAS,16.56751592,0.490514451,0.000149592,2.73E-06
0,23,4,11,2016,79539.55,3804,GAS,15.60776214,0.396051484,8.13E-05,8.62E-05
0,1,4,12,2016,69556.32,55710,GAS,14.93444245,0.525060376,3.95E-05,2.92E-06
0,2,4,12,2016,67307.455,54,GAS,14.9058675,0.657801191,0.000208753,4.38E-06
0,3,4,12,2016,66351.866,50966,GAS,14.84066667,0.476268528,0.000115966,2.96E-06
0,4,4,12,2016,66129.779,50966,GAS,14.84066667,0.476268528,0.000115966,2.96E-06
0,5,4,12,2016,67815.409,55710,GAS,14.93444245,0.525060376,3.95E-05,2.92E-06
0,6,4,12,2016,72639.387,54832,GAS,15.34799169,0.415839897,9.79E-05,2.37E-06
0,7,4,12,2016,81570.709,58235,GAS,16.19178082,0.504932765,5.62E-05,2.81E-06
0,8,4,12,2016,86508.302,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,9,4,12,2016,87650.116,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,10,4,12,2016,87910.379,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,11,4,12,2016,87933.715,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,12,4,12,2016,87178.931,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,13,4,12,2016,86052.214,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,14,4,12,2016,84842.078,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,15,4,12,2016,83258.188,55736,GAS,16.82192206,0.375352156,3.43E-05,2.09E-06
0,16,4,12,2016,81890.021,55640,GAS,16.52547796,0.535570908,9.92E-05,2.91E-06
0,17,4,12,2016,81347.123,55516,GAS,16.51606893,0.384610003,2.52E-05,2.14E-06
0,18,4,12,2016,81218.347,55516,GAS,16.51606893,0.384610003,2.52E-05,2.14E-06
0,19,4,12,2016,81403.245,55516,GAS,16.51606893,0.384610003,2.52E-05,2.14E-06
0,20,4,12,2016,82792.273,58235,GAS,16.19178082,0.504932765,5.62E-05,2.81E-06
0,21,4,12,2016,87446.597,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,22,4,12,2016,86343.328,10751,GAS,17.17789809,0.490514451,0.000149592,2.73E-06
0,23,4,12,2016,81065.654,58235,GAS,16.19178082,0.504932765,5.62E-05,2.81E-06
0,1,4,13,2016,72344.664,55701,GAS,15.81906694,0.361672168,3.61E-05,2.01E-06
0,2,4,13,2016,70644.703,54832,GAS,15.65962604,0.415839897,9.79E-05,2.37E-06
0,3,4,13,2016,70152.988,2398,GAS,15.52036072,0.645195161,9.51E-05,3.59E-06
0,4,4,13,2016,70706.658,54832,GAS,15.65962604,0.415839897,9.79E-05,2.37E-06
0,5,4,13,2016,72768.307,55701,GAS,15.81906694,0.361672168,3.61E-05,2.01E-06
0,6,4,13,2016,78505.961,55183,GAS,16.11843825,0.581067331,0.000108528,3.23E-06
0,7,4,13,2016,87695.195,55736,GAS,17.16348393,0.375352156,3.43E-05,2.09E-06
0,8,4,13,2016,92007.233,3130,COAL,18.06859612,0.944610943,0.000883523,0.001832558
0,9,4,13,2016,90470.377,55279,GAS,17.75105882,0.53968704,0.000267777,3.00E-06
0,10,4,13,2016,88623.307,10751,GAS,17.5266879,0.490514451,0.000149592,2.73E-06
0,11,4,13,2016,87200.96,10751,GAS,17.5266879,0.490514451,0.000149592,2.73E-06
0,12,4,13,2016,85576.367,55736,GAS,17.16348393,0.375352156,3.43E-05,2.09E-06
0,13,4,13,2016,84074.182,55736,GAS,17.16348393,0.375352156,3.43E-05,2.09E-06
0,14,4,13,2016,83331.397,2840,COAL,16.93670851,0.949858551,0.00119646,0.001002696
0,15,4,13,2016,82005.842,56807,GAS,16.86386404,0.372384685,2.62E-05,2.07E-06
0,16,4,13,2016,80894.108,55516,GAS,16.85142059,0.384610003,2.52E-05,2.14E-06
0,17,4,13,2016,80786.171,55516,GAS,16.85142059,0.384610003,2.52E-05,2.14E-06
0,18,4,13,2016,80814.668,55516,GAS,16.85142059,0.384610003,2.52E-05,2.14E-06
0,19,4,13,2016,81033.906,58235,GAS,16.52054795,0.504932765,5.62E-05,2.81E-06
0,20,4,13,2016,82857.868,58235,GAS,16.52054795,0.504932765,5.62E-05,2.81E-06
0,21,4,13,2016,87133.459,55736,GAS,17.16348393,0.375352156,3.43E-05,2.09E-06
0,22,4,13,2016,85945.645,55736,GAS,17.16348393,0.375352156,3.43E-05,2.09E-06
0,23,4,13,2016,80451.681,58235,GAS,16.52054795,0.504932765,5.62E-05,2.81E-06
0,1,4,14,2016,71666.897,54832,GAS,15.03635734,0.415839897,9.79E-05,2.37E-06
0,2,4,14,2016,70252.13,2398,GAS,14.90263492,0.645195161,9.51E-05,3.59E-06
0,3,4,14,2016,69883.925,55337,GAS,14.89197531,0.587779538,7.38E-05,3.27E-06
0,4,4,14,2016,70419.421,2398,GAS,14.90263492,0.645195161,9.51E-05,3.59E-06
0,5,4,14,2016,72576.29,55503,GAS,15.0906901,0.368821872,2.86E-05,2.05E-06
0,6,4,14,2016,78338.346,55183,GAS,15.47690837,0.581067331,0.000108528,3.23E-06
0,7,4,14,2016,87706.009,10751,GAS,16.82910828,0.490514451,0.000149592,2.73E-06
0,8,4,14,2016,91244.928,50497,GAS,17.52713987,0.678506017,0.000223215,3.78E-06
0,9,4,14,2016,89570.021,55279,GAS,17.04454902,0.53968704,0.000267777,3.00E-06
0,10,4,14,2016,87230.546,55690,GAS,16.97328708,0.430376378,2.31E-05,2.82E-06
0,11,4,14,2016,85595.348,55690,GAS,16.97328708,0.430376378,2.31E-05,2.82E-06
0,12,4,14,2016,84235.362,10751,GAS,16.82910828,0.490514451,0.000149592,2.73E-06
0,13,4,14,2016,82998.354,55640,GAS,16.18993526,0.535570908,9.92E-05,2.91E-06
0,14,4,14,2016,82484.323,55640,GAS,16.18993526,0.535570908,9.92E-05,2.91E-06
0,15,4,14,2016,81770.592,55516,GAS,16.18071728,0.384610003,2.52E-05,2.14E-06
0,16,4,14,2016,80498.833,58235,GAS,15.8630137,0.504932765,5.62E-05,2.81E-06
0,17,4,14,2016,80109.651,58235,GAS,15.8630137,0.504932765,5.62E-05,2.81E-06
0,18,4,14,2016,80041.759,58235,GAS,15.8630137,0.504932765,5.62E-05,2.81E-06
0,19,4,14,2016,80070.083,58235,GAS,15.8630137,0.504932765,5.62E-05,2.81E-06
0,20,4,14,2016,81300.288,58235,GAS,15.8630137,0.504932765,5.62E-05,2.81E-06
0,21,4,14,2016,85575.578,10751,GAS,16.82910828,0.490514451,0.000149592,2.73E-06
0,22,4,14,2016,84307.977,55736,GAS,16.48036019,0.375352156,3.43E-05,2.09E-06
0,23,4,14,2016,79037.964,3804,GAS,15.85420049,0.396051484,8.13E-05,8.62E-05
0,1,4,15,2016,69328.811,55337,GAS,13.19444444,0.587779538,7.38E-05,3.27E-06
0,2,4,15,2016,67261.835,55710,GAS,12.96339928,0.525060376,3.95E-05,2.92E-06
0,3,4,15,2016,66613.49,50966,GAS,12.882,0.476268528,0.000115966,2.96E-06
0,4,4,15,2016,67088.062,55710,GAS,12.96339928,0.525060376,3.95E-05,2.92E-06
0,5,4,15,2016,68971.343,55337,GAS,13.19444444,0.587779538,7.38E-05,3.27E-06
0,6,4,15,2016,74617.034,55131,GAS,13.61464968,0.399035329,3.74E-05,2.22E-06
0,7,4,15,2016,83305.45,58235,GAS,14.05479452,0.504932765,5.62E-05,2.81E-06
0,8,4,15,2016,87215.402,10751,GAS,14.91076433,0.490514451,0.000149592,2.73E-06
0,9,4,15,2016,86233.617,55233,GAS,15.09677419,0.590076501,0.000645175,3.74E-06
0,10,4,15,2016,84923.396,10751,GAS,14.91076433,0.490514451,0.000149592,2.73E-06
0,11,4,15,2016,83949.591,10751,GAS,14.91076433,0.490514451,0.000149592,2.73E-06
0,12,4,15,2016,83103.618,10751,GAS,14.91076433,0.490514451,0.000149592,2.73E-06
0,13,4,15,2016,82047.339,55736,GAS,14.60176991,0.375352156,3.43E-05,2.09E-06
0,14,4,15,2016,81499.892,55736,GAS,14.60176991,0.375352156,3.43E-05,2.09E-06
0,15,4,15,2016,80700.035,594,COAL,14.44721146,0.852826789,0.000364828,0.000823737
0,16,4,15,2016,79819.902,55640,GAS,14.34445041,0.535570908,9.92E-05,2.91E-06
0,17,4,15,2016,79117.273,55516,GAS,14.33628319,0.384610003,2.52E-05,2.14E-06
0,18,4,15,2016,78430.76,58235,GAS,14.05479452,0.504932765,5.62E-05,2.81E-06
0,19,4,15,2016,77673.034,3804,GAS,14.04698593,0.396051484,8.13E-05,8.62E-05
0,20,4,15,2016,77624.527,55801,GAS,14.001507,0.380662646,4.65E-05,2.67E-06
0,21,4,15,2016,80512.829,58235,GAS,14.05479452,0.504932765,5.62E-05,2.81E-06
0,22,4,15,2016,79564.272,58235,GAS,14.05479452,0.504932765,5.62E-05,2.81E-06
0,23,4,15,2016,75268.262,55439,GAS,13.8267625,0.388676331,2.40E-05,2.17E-06
0,1,4,16,2016,66121.428,50966,GAS,12.882,0.476268528,0.000115966,2.96E-06
0,2,4,16,2016,63793.763,55667,GAS,12.59668508,0.381397713,3.52E-05,2.12E-06
0,3,4,16,2016,62675.925,55397,GAS,12.55770038,0.388856375,3.63E-05,2.16E-06
0,4,4,16,2016,62395.243,55397,GAS,12.55770038,0.388856375,3.63E-05,2.16E-06
0,5,4,16,2016,63354.281,3176,GAS,12.65798492,0.420827563,3.89E-05,2.34E-06
0,6,4,16,2016,65576.217,54,GAS,12.93859565,0.657801191,0.000208753,4.38E-06
0,7,4,16,2016,68655.003,54832,GAS,13.32236842,0.415839897,9.79E-05,2.37E-06
0,8,4,16,2016,71026.789,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,9,4,16,2016,72850.701,55239,GAS,13.62002192,0.583279204,5.48E-05,3.25E-06
0,10,4,16,2016,73461.043,55183,GAS,13.7127012,0.581067331,0.000108528,3.23E-06
0,11,4,16,2016,73281.533,55183,GAS,13.7127012,0.581067331,0.000108528,3.23E-06
0,12,4,16,2016,72779.108,55183,GAS,13.7127012,0.581067331,0.000108528,3.23E-06
0,13,4,16,2016,71866.545,55239,GAS,13.62002192,0.583279204,5.48E-05,3.25E-06
0,14,4,16,2016,70950.568,55131,GAS,13.61464968,0.399035329,3.74E-05,2.22E-06
0,15,4,16,2016,70328.173,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,16,4,16,2016,70260.924,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,17,4,16,2016,70915.4,55131,GAS,13.61464968,0.399035329,3.74E-05,2.22E-06
0,18,4,16,2016,71763.99,55239,GAS,13.62002192,0.583279204,5.48E-05,3.25E-06
0,19,4,16,2016,72049.11,55239,GAS,13.62002192,0.583279204,5.48E-05,3.25E-06
0,20,4,16,2016,72634.868,55131,GAS,13.61464968,0.399035329,3.74E-05,2.22E-06
0,21,4,16,2016,75465.018,55439,GAS,13.8267625,0.388676331,2.40E-05,2.17E-06
0,22,4,16,2016,74744.301,55439,GAS,13.8267625,0.388676331,2.40E-05,2.17E-06
0,23,4,16,2016,71111.386,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,1,4,17,2016,62941.937,55667,GAS,12.59668508,0.381397713,3.52E-05,2.12E-06
0,2,4,17,2016,60518.98,55231,GAS,12.50472313,0.620999979,6.18E-05,3.46E-06
0,3,4,17,2016,59340.009,55502,GAS,12.49188312,0.38139483,4.52E-05,2.12E-06
0,4,4,17,2016,59010.776,55502,GAS,12.49188312,0.38139483,4.52E-05,2.12E-06
0,5,4,17,2016,59617.677,55502,GAS,12.49188312,0.38139483,4.52E-05,2.12E-06
0,6,4,17,2016,61121.964,55397,GAS,12.55770038,0.388856375,3.63E-05,2.16E-06
0,7,4,17,2016,62864.58,58260,GAS,12.71872028,0.368630821,2.08E-05,2.05E-06
0,8,4,17,2016,64801.62,55710,GAS,12.96339928,0.525060376,3.95E-05,2.92E-06
0,9,4,17,2016,67106.423,2398,GAS,13.20388897,0.645195161,9.51E-05,3.59E-06
0,10,4,17,2016,68541.168,54832,GAS,13.32236842,0.415839897,9.79E-05,2.37E-06
0,11,4,17,2016,68923.746,54832,GAS,13.32236842,0.415839897,9.79E-05,2.37E-06
0,12,4,17,2016,69172.059,599,GAS,13.3452381,0.631448014,0.000628396,4.38E-06
0,13,4,17,2016,69523.845,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,14,4,17,2016,69503.029,599,GAS,13.3452381,0.631448014,0.000628396,4.38E-06
0,15,4,17,2016,69701.968,599,GAS,13.3452381,0.631448014,0.000628396,4.38E-06
0,16,4,17,2016,70329.447,55701,GAS,13.45801217,0.361672168,3.61E-05,2.01E-06
0,17,4,17,2016,71864.951,55239,GAS,13.62002192,0.583279204,5.48E-05,3.25E-06
0,18,4,17,2016,73705.632,55183,GAS,13.7127012,0.581067331,0.000108528,3.23E-06
0,19,4,17,2016,74751.416,55439,GAS,13.8267625,0.388676331,2.40E-05,2.17E-06
0,20,4,17,2016,75675.209,55183,GAS,13.7127012,0.581067331,0.000108528,3.23E-06
0,21,4,17,2016,79094.075,58235,GAS,14.05479452,0.504932765,5.62E-05,2.81E-06
